area,rentdate,rentcnt
吝备,2016-01-01,39
吝备,2016-01-02,50
吝备,2016-01-03,46
吝备,2016-01-04,72
吝备,2016-01-05,58
吝备,2016-01-06,60
吝备,2016-01-07,54
吝备,2016-01-08,63
吝备,2016-01-09,38
吝备,2016-01-10,35
吝备,2016-01-11,66
吝备,2016-01-12,61
吝备,2016-01-13,47
吝备,2016-01-14,52
吝备,2016-01-15,68
吝备,2016-01-16,42
吝备,2016-01-17,45
吝备,2016-01-18,40
吝备,2016-01-19,31
吝备,2016-01-20,38
吝备,2016-01-21,45
吝备,2016-01-22,53
吝备,2016-01-23,12
吝备,2016-01-24,9
吝备,2016-01-25,41
吝备,2016-01-26,45
吝备,2016-01-27,74
吝备,2016-01-28,74
吝备,2016-01-29,62
吝备,2016-01-30,43
吝备,2016-01-31,23
吝备,2016-02-01,47
吝备,2016-02-02,61
吝备,2016-02-03,60
吝备,2016-02-04,69
吝备,2016-02-05,48
吝备,2016-02-06,25
吝备,2016-02-07,28
吝备,2016-02-08,31
吝备,2016-02-09,38
吝备,2016-02-10,58
吝备,2016-02-11,89
吝备,2016-02-12,5
吝备,2016-02-13,25
吝备,2016-02-14,9
吝备,2016-02-15,45
吝备,2016-02-16,52
吝备,2016-02-17,74
吝备,2016-02-18,70
吝备,2016-02-19,82
吝备,2016-02-20,43
吝备,2016-02-21,44
吝备,2016-02-22,80
吝备,2016-02-23,73
吝备,2016-02-24,69
吝备,2016-02-25,69
吝备,2016-02-26,79
吝备,2016-02-27,73
吝备,2016-02-28,13
吝备,2016-02-29,38
吝备,2016-03-01,35
吝备,2016-03-02,76
吝备,2016-03-03,105
吝备,2016-03-04,153
吝备,2016-03-05,19
吝备,2016-03-06,77
吝备,2016-03-07,110
吝备,2016-03-08,99
吝备,2016-03-09,95
吝备,2016-03-10,95
吝备,2016-03-11,92
吝备,2016-03-12,49
吝备,2016-03-13,59
吝备,2016-03-14,118
吝备,2016-03-15,109
吝备,2016-03-16,145
吝备,2016-03-17,168
吝备,2016-03-18,179
吝备,2016-03-19,159
吝备,2016-03-20,116
吝备,2016-03-21,176
吝备,2016-03-22,150
吝备,2016-03-23,184
吝备,2016-03-24,169
吝备,2016-03-25,149
吝备,2016-03-26,115
吝备,2016-03-27,118
吝备,2016-03-28,180
吝备,2016-03-29,148
吝备,2016-03-30,175
吝备,2016-03-31,168
吝备,2016-04-01,218
吝备,2016-04-02,181
吝备,2016-04-03,55
吝备,2016-04-04,219
吝备,2016-04-05,205
吝备,2016-04-06,211
吝备,2016-04-07,188
吝备,2016-04-08,190
吝备,2016-04-09,105
吝备,2016-04-10,126
吝备,2016-04-11,253
吝备,2016-04-12,232
吝备,2016-04-13,234
吝备,2016-04-14,197
吝备,2016-04-15,228
吝备,2016-04-16,51
吝备,2016-04-17,94
吝备,2016-04-18,149
吝备,2016-04-19,239
吝备,2016-04-20,157
吝备,2016-04-21,142
吝备,2016-04-22,156
吝备,2016-04-23,141
吝备,2016-04-24,174
吝备,2016-04-25,236
吝备,2016-04-26,297
吝备,2016-04-27,286
吝备,2016-04-28,266
吝备,2016-04-29,280
吝备,2016-04-30,134
吝备,2016-05-01,228
吝备,2016-05-02,155
吝备,2016-05-03,25
吝备,2016-05-04,239
吝备,2016-05-05,219
吝备,2016-05-06,43
吝备,2016-05-07,157
吝备,2016-05-08,207
吝备,2016-05-09,266
吝备,2016-05-10,120
吝备,2016-05-11,296
吝备,2016-05-12,310
吝备,2016-05-13,294
吝备,2016-05-14,256
吝备,2016-05-15,42
吝备,2016-05-16,305
吝备,2016-05-17,314
吝备,2016-05-18,346
吝备,2016-05-19,323
吝备,2016-05-20,301
吝备,2016-05-21,252
吝备,2016-05-22,210
吝备,2016-05-23,336
吝备,2016-05-24,218
吝备,2016-05-25,372
吝备,2016-05-26,302
吝备,2016-05-27,345
吝备,2016-05-28,259
吝备,2016-05-29,284
吝备,2016-05-30,316
吝备,2016-05-31,337
吝备,2016-06-01,333
吝备,2016-06-02,336
吝备,2016-06-03,366
吝备,2016-06-04,273
吝备,2016-06-05,254
吝备,2016-06-06,261
吝备,2016-06-07,336
吝备,2016-06-08,372
吝备,2016-06-09,362
吝备,2016-06-10,325
吝备,2016-06-11,201
吝备,2016-06-12,214
吝备,2016-06-13,329
吝备,2016-06-14,326
吝备,2016-06-15,81
吝备,2016-06-16,334
吝备,2016-06-17,301
吝备,2016-06-18,265
吝备,2016-06-19,274
吝备,2016-06-20,338
吝备,2016-06-21,322
吝备,2016-06-22,219
吝备,2016-06-23,322
吝备,2016-06-24,227
吝备,2016-06-25,260
吝备,2016-06-26,264
吝备,2016-06-27,377
吝备,2016-06-28,390
吝备,2016-06-29,370
吝备,2016-06-30,280
吝备,2016-07-01,92
吝备,2016-07-02,243
吝备,2016-07-03,247
吝备,2016-07-04,93
吝备,2016-07-05,34
吝备,2016-07-06,299
吝备,2016-07-07,356
吝备,2016-07-08,353
吝备,2016-07-09,243
吝备,2016-07-10,266
吝备,2016-07-11,310
吝备,2016-07-12,343
吝备,2016-07-13,442
吝备,2016-07-14,424
吝备,2016-07-15,350
吝备,2016-07-16,31
吝备,2016-07-17,313
吝备,2016-07-18,472
吝备,2016-07-19,472
吝备,2016-07-20,441
吝备,2016-07-21,444
吝备,2016-07-22,487
吝备,2016-07-23,283
吝备,2016-07-24,241
吝备,2016-07-25,480
吝备,2016-07-26,484
吝备,2016-07-27,360
吝备,2016-07-28,456
吝备,2016-07-29,323
吝备,2016-07-30,305
吝备,2016-07-31,272
吝备,2016-08-01,447
吝备,2016-08-02,360
吝备,2016-08-03,489
吝备,2016-08-04,469
吝备,2016-08-05,436
吝备,2016-08-06,312
吝备,2016-08-07,279
吝备,2016-08-08,452
吝备,2016-08-09,444
吝备,2016-08-10,479
吝备,2016-08-11,460
吝备,2016-08-12,480
吝备,2016-08-13,277
吝备,2016-08-14,280
吝备,2016-08-15,348
吝备,2016-08-16,508
吝备,2016-08-17,490
吝备,2016-08-18,523
吝备,2016-08-19,457
吝备,2016-08-20,273
吝备,2016-08-21,331
吝备,2016-08-22,484
吝备,2016-08-23,468
吝备,2016-08-24,490
吝备,2016-08-25,403
吝备,2016-08-26,639
吝备,2016-08-27,532
吝备,2016-08-28,314
吝备,2016-08-29,694
吝备,2016-08-30,620
吝备,2016-08-31,243
吝备,2016-09-01,688
吝备,2016-09-02,666
吝备,2016-09-03,562
吝备,2016-09-04,575
吝备,2016-09-05,730
吝备,2016-09-06,690
吝备,2016-09-07,691
吝备,2016-09-08,558
吝备,2016-09-09,742
吝备,2016-09-10,589
吝备,2016-09-11,597
吝备,2016-09-12,788
吝备,2016-09-13,743
吝备,2016-09-14,357
吝备,2016-09-15,347
吝备,2016-09-16,493
吝备,2016-09-17,578
吝备,2016-09-18,670
吝备,2016-09-19,803
吝备,2016-09-20,852
吝备,2016-09-21,854
吝备,2016-09-22,819
吝备,2016-09-23,874
吝备,2016-09-24,697
吝备,2016-09-25,724
吝备,2016-09-26,847
吝备,2016-09-27,230
吝备,2016-09-28,805
吝备,2016-09-29,898
吝备,2016-09-30,897
吝备,2016-10-01,769
吝备,2016-10-02,128
吝备,2016-10-03,758
吝备,2016-10-04,875
吝备,2016-10-05,852
吝备,2016-10-06,821
吝备,2016-10-07,542
吝备,2016-10-08,582
吝备,2016-10-09,548
吝备,2016-10-10,794
吝备,2016-10-11,813
吝备,2016-10-12,829
吝备,2016-10-13,858
吝备,2016-10-14,802
吝备,2016-10-15,560
吝备,2016-10-16,209
吝备,2016-10-17,800
吝备,2016-10-18,812
吝备,2016-10-19,784
吝备,2016-10-20,838
吝备,2016-10-21,866
吝备,2016-10-22,570
吝备,2016-10-23,180
吝备,2016-10-24,780
吝备,2016-10-25,477
吝备,2016-10-26,690
吝备,2016-10-27,744
吝备,2016-10-28,689
吝备,2016-10-29,367
吝备,2016-10-30,362
吝备,2016-10-31,386
吝备,2016-11-01,427
吝备,2016-11-02,445
吝备,2016-11-03,575
吝备,2016-11-04,640
吝备,2016-11-05,520
吝备,2016-11-06,362
吝备,2016-11-07,371
吝备,2016-11-08,437
吝备,2016-11-09,446
吝备,2016-11-10,406
吝备,2016-11-11,507
吝备,2016-11-12,580
吝备,2016-11-13,379
吝备,2016-11-14,358
吝备,2016-11-15,459
吝备,2016-11-16,470
吝备,2016-11-17,560
吝备,2016-11-18,485
吝备,2016-11-19,412
吝备,2016-11-20,333
吝备,2016-11-21,526
吝备,2016-11-22,410
吝备,2016-11-23,335
吝备,2016-11-24,307
吝备,2016-11-25,392
吝备,2016-11-26,131
吝备,2016-11-27,188
吝备,2016-11-28,332
吝备,2016-11-29,389
吝备,2016-11-30,336
吝备,2016-12-01,380
吝备,2016-12-02,392
吝备,2016-12-03,300
吝备,2016-12-04,228
吝备,2016-12-05,351
吝备,2016-12-06,296
吝备,2016-12-07,336
吝备,2016-12-08,293
吝备,2016-12-09,290
吝备,2016-12-10,172
吝备,2016-12-11,144
吝备,2016-12-12,362
吝备,2016-12-13,359
吝备,2016-12-14,267
吝备,2016-12-15,254
吝备,2016-12-16,262
吝备,2016-12-17,236
吝备,2016-12-18,179
吝备,2016-12-19,358
吝备,2016-12-20,422
吝备,2016-12-21,183
吝备,2016-12-22,68
吝备,2016-12-23,255
吝备,2016-12-24,146
吝备,2016-12-25,135
吝备,2016-12-26,263
吝备,2016-12-27,243
吝备,2016-12-28,232
吝备,2016-12-29,176
吝备,2016-12-30,227
吝备,2016-12-31,129
吝备,2017-01-01,152
吝备,2017-01-02,297
吝备,2017-01-03,319
吝备,2017-01-04,340
吝备,2017-01-05,353
吝备,2017-01-06,411
吝备,2017-01-07,255
吝备,2017-01-08,202
吝备,2017-01-09,332
吝备,2017-01-10,274
吝备,2017-01-11,243
吝备,2017-01-12,233
吝备,2017-01-13,210
吝备,2017-01-14,88
吝备,2017-01-15,86
吝备,2017-01-16,249
吝备,2017-01-17,259
吝备,2017-01-18,286
吝备,2017-01-19,269
吝备,2017-01-20,114
吝备,2017-01-21,67
吝备,2017-01-22,47
吝备,2017-01-23,154
吝备,2017-01-24,188
吝备,2017-01-25,235
吝备,2017-01-26,215
吝备,2017-01-27,65
吝备,2017-01-28,69
吝备,2017-01-29,32
吝备,2017-01-30,76
吝备,2017-01-31,202
吝备,2017-02-01,229
吝备,2017-02-02,236
吝备,2017-02-03,330
吝备,2017-02-04,162
吝备,2017-02-05,69
吝备,2017-02-06,259
吝备,2017-02-07,81
吝备,2017-02-08,211
吝备,2017-02-09,227
吝备,2017-02-10,197
吝备,2017-02-11,115
吝备,2017-02-12,115
吝备,2017-02-13,310
吝备,2017-02-14,296
吝备,2017-02-15,371
吝备,2017-02-16,330
吝备,2017-02-17,266
吝备,2017-02-18,186
吝备,2017-02-19,70
吝备,2017-02-20,235
吝备,2017-02-21,305
吝备,2017-02-22,115
吝备,2017-02-23,274
吝备,2017-02-24,281
吝备,2017-02-25,222
吝备,2017-02-26,182
吝备,2017-02-27,377
吝备,2017-02-28,407
吝备,2017-03-01,180
吝备,2017-03-02,347
吝备,2017-03-03,403
吝备,2017-03-04,293
吝备,2017-03-05,234
吝备,2017-03-06,310
吝备,2017-03-07,303
吝备,2017-03-08,309
吝备,2017-03-09,356
吝备,2017-03-10,383
吝备,2017-03-11,332
吝备,2017-03-12,233
吝备,2017-03-13,458
吝备,2017-03-14,455
吝备,2017-03-15,466
吝备,2017-03-16,466
吝备,2017-03-17,384
吝备,2017-03-18,340
吝备,2017-03-19,329
吝备,2017-03-20,474
吝备,2017-03-21,472
吝备,2017-03-22,557
吝备,2017-03-23,528
吝备,2017-03-24,531
吝备,2017-03-25,384
吝备,2017-03-26,285
吝备,2017-03-27,384
吝备,2017-03-28,507
吝备,2017-03-29,613
吝备,2017-03-30,591
吝备,2017-03-31,317
吝备,2017-04-01,376
吝备,2017-04-02,389
吝备,2017-04-03,551
吝备,2017-04-04,656
吝备,2017-04-05,126
吝备,2017-04-06,435
吝备,2017-04-07,704
吝备,2017-04-08,442
吝备,2017-04-09,450
吝备,2017-04-10,794
吝备,2017-04-11,733
吝备,2017-04-12,669
吝备,2017-04-13,669
吝备,2017-04-14,462
吝备,2017-04-15,545
吝备,2017-04-16,571
吝备,2017-04-17,452
吝备,2017-04-18,542
吝备,2017-04-19,775
吝备,2017-04-20,717
吝备,2017-04-21,741
吝备,2017-04-22,611
吝备,2017-04-23,558
吝备,2017-04-24,839
吝备,2017-04-25,813
吝备,2017-04-26,894
吝备,2017-04-27,836
吝备,2017-04-28,896
吝备,2017-04-29,713
吝备,2017-04-30,624
吝备,2017-05-01,638
吝备,2017-05-02,798
吝备,2017-05-03,728
吝备,2017-05-04,896
吝备,2017-05-05,629
吝备,2017-05-06,402
吝备,2017-05-07,511
吝备,2017-05-08,677
吝备,2017-05-09,359
吝备,2017-05-10,858
吝备,2017-05-11,870
吝备,2017-05-12,869
吝备,2017-05-13,430
吝备,2017-05-14,682
吝备,2017-05-15,944
吝备,2017-05-16,985
吝备,2017-05-17,958
吝备,2017-05-18,1025
吝备,2017-05-19,1021
吝备,2017-05-20,900
吝备,2017-05-21,750
吝备,2017-05-22,1003
吝备,2017-05-23,676
吝备,2017-05-24,1020
吝备,2017-05-25,1001
吝备,2017-05-26,1128
吝备,2017-05-27,900
吝备,2017-05-28,785
吝备,2017-05-29,1048
吝备,2017-05-30,1083
吝备,2017-05-31,1025
吝备,2017-06-01,1095
吝备,2017-06-02,752
吝备,2017-06-03,916
吝备,2017-06-04,871
吝备,2017-06-05,1108
吝备,2017-06-06,345
吝备,2017-06-07,504
吝备,2017-06-08,1056
吝备,2017-06-09,1130
吝备,2017-06-10,836
吝备,2017-06-11,794
吝备,2017-06-12,1133
吝备,2017-06-13,1107
吝备,2017-06-14,1091
吝备,2017-06-15,1113
吝备,2017-06-16,1119
吝备,2017-06-17,813
吝备,2017-06-18,807
吝备,2017-06-19,1083
吝备,2017-06-20,1123
吝备,2017-06-21,1186
吝备,2017-06-22,1194
吝备,2017-06-23,1177
吝备,2017-06-24,510
吝备,2017-06-25,562
吝备,2017-06-26,595
吝备,2017-06-27,1146
吝备,2017-06-28,1105
吝备,2017-06-29,1063
吝备,2017-06-30,1065
吝备,2017-07-01,571
吝备,2017-07-02,187
吝备,2017-07-03,543
吝备,2017-07-04,996
吝备,2017-07-05,288
吝备,2017-07-07,197
吝备,2017-07-08,458
吝备,2017-07-09,252
吝备,2017-07-10,66
吝备,2017-07-11,955
吝备,2017-07-12,980
吝备,2017-07-13,964
吝备,2017-07-14,891
吝备,2017-07-15,217
吝备,2017-07-16,545
吝备,2017-07-17,898
吝备,2017-07-18,777
吝备,2017-07-19,938
吝备,2017-07-20,886
吝备,2017-07-21,886
吝备,2017-07-22,486
吝备,2017-07-23,279
吝备,2017-07-24,774
吝备,2017-07-25,908
吝备,2017-07-26,1045
吝备,2017-07-27,912
吝备,2017-07-28,528
吝备,2017-07-29,732
吝备,2017-07-30,620
吝备,2017-07-31,599
吝备,2017-08-01,856
吝备,2017-08-02,980
吝备,2017-08-03,941
吝备,2017-08-04,908
吝备,2017-08-05,465
吝备,2017-08-06,483
吝备,2017-08-07,940
吝备,2017-08-08,1049
吝备,2017-08-09,916
吝备,2017-08-10,247
吝备,2017-08-11,883
吝备,2017-08-12,699
吝备,2017-08-13,669
吝备,2017-08-14,564
吝备,2017-08-15,94
吝备,2017-08-16,904
吝备,2017-08-17,995
吝备,2017-08-18,1106
吝备,2017-08-19,817
吝备,2017-08-20,74
吝备,2017-08-21,967
吝备,2017-08-22,1130
吝备,2017-08-23,607
吝备,2017-08-24,646
吝备,2017-08-25,1183
吝备,2017-08-26,843
吝备,2017-08-27,717
吝备,2017-08-28,659
吝备,2017-08-29,1251
吝备,2017-08-30,1267
吝备,2017-08-31,1285
吝备,2017-09-01,1332
吝备,2017-09-02,948
吝备,2017-09-03,873
吝备,2017-09-04,1224
吝备,2017-09-05,1094
吝备,2017-09-06,687
吝备,2017-09-07,1282
吝备,2017-09-08,1308
吝备,2017-09-09,940
吝备,2017-09-10,740
吝备,2017-09-11,892
吝备,2017-09-12,1196
吝备,2017-09-13,1264
吝备,2017-09-14,1269
吝备,2017-09-15,1311
吝备,2017-09-16,1101
吝备,2017-09-17,959
吝备,2017-09-18,1312
吝备,2017-09-19,1103
吝备,2017-09-20,1455
吝备,2017-09-21,1495
吝备,2017-09-22,1476
吝备,2017-09-23,1094
吝备,2017-09-24,940
吝备,2017-09-25,1363
吝备,2017-09-26,1255
吝备,2017-09-27,1234
吝备,2017-09-28,1357
吝备,2017-09-29,1408
吝备,2017-09-30,1169
吝备,2017-10-01,355
吝备,2017-10-02,950
吝备,2017-10-03,703
吝备,2017-10-04,525
吝备,2017-10-05,801
吝备,2017-10-06,772
吝备,2017-10-07,1110
吝备,2017-10-08,1200
吝备,2017-10-09,1181
吝备,2017-10-10,1188
吝备,2017-10-11,804
吝备,2017-10-12,1107
吝备,2017-10-13,1262
吝备,2017-10-14,885
吝备,2017-10-15,898
吝备,2017-10-16,1292
吝备,2017-10-17,1271
吝备,2017-10-18,1074
吝备,2017-10-19,1357
吝备,2017-10-20,1365
吝备,2017-10-21,1003
吝备,2017-10-22,762
吝备,2017-10-23,1227
吝备,2017-10-24,1288
吝备,2017-10-25,1343
吝备,2017-10-26,1274
吝备,2017-10-27,1281
吝备,2017-10-28,921
吝备,2017-10-29,625
吝备,2017-10-30,1094
吝备,2017-10-31,1166
吝备,2017-11-01,1286
吝备,2017-11-02,1109
吝备,2017-11-03,900
吝备,2017-11-04,680
吝备,2017-11-05,675
吝备,2017-11-06,1252
吝备,2017-11-07,1259
吝备,2017-11-08,1069
吝备,2017-11-09,1156
吝备,2017-11-10,755
吝备,2017-11-11,562
吝备,2017-11-12,570
吝备,2017-11-13,827
吝备,2017-11-14,974
吝备,2017-11-15,784
吝备,2017-11-16,762
吝备,2017-11-17,688
吝备,2017-11-18,305
吝备,2017-11-19,297
吝备,2017-11-20,620
吝备,2017-11-21,681
吝备,2017-11-22,648
吝备,2017-11-23,653
吝备,2017-11-24,583
吝备,2017-11-25,185
吝备,2017-11-26,310
吝备,2017-11-27,667
吝备,2017-11-28,732
吝备,2017-11-29,607
吝备,2017-11-30,519
吝备,2017-12-01,547
吝备,2017-12-02,372
吝备,2017-12-03,247
吝备,2017-12-04,438
吝备,2017-12-05,457
吝备,2017-12-06,367
吝备,2017-12-07,515
吝备,2017-12-08,463
吝备,2017-12-09,294
吝备,2017-12-10,137
吝备,2017-12-11,299
吝备,2017-12-12,269
吝备,2017-12-13,287
吝备,2017-12-14,345
吝备,2017-12-15,372
吝备,2017-12-16,200
吝备,2017-12-17,148
吝备,2017-12-18,146
吝备,2017-12-19,240
吝备,2017-12-20,267
吝备,2017-12-21,312
吝备,2017-12-22,401
吝备,2017-12-23,367
吝备,2017-12-24,76
吝备,2017-12-25,148
吝备,2017-12-26,304
吝备,2017-12-27,247
吝备,2017-12-28,334
吝备,2017-12-29,407
吝备,2017-12-30,161
吝备,2017-12-31,113
