area,³¯Â¥,rentcnt,ÀÎ±¸,¾ÆÆÄÆ®°¡°Ý,Æò±ÕÇ³¼Ó,ÃÖ´ëÇ³¼Ó,¼ø°£ÃÖ°íÇ³¼Ó,±â¿ÂÆò±Õ,°­¼öÀÏ°­¼ö,½ÀµµÆò±Õ,¹Ì¼¼¸ÕÁö,ÃÊ¹Ì¼¼¸ÕÁö,¿ÀÁ¸,ÀÌ»êÈ­Áú¼Ò,ÀÏ»êÈ­Åº¼Ò,¾ÆÈ²»ê°¡½º
±¤Áø±¸,2016-01-01,33,308607.0,94.0,0.8,2.7,3.9,2.1,0.0,74.6,85,64,0.004,0.046,0.9,0.006
±¤Áø±¸,2016-01-02,22,308607.0,94.0,1.1,3.0,4.3,7.0,0.0,74.3,58,41,0.006999999999999999,0.043,0.6,0.005
±¤Áø±¸,2016-01-03,35,308607.0,94.0,0.6,3.0,4.2,7.7,0.0,80.5,111,80,0.009000000000000001,0.051,1.0,0.005
±¤Áø±¸,2016-01-04,29,308607.0,94.0,2.2,5.1,7.0,4.2,0.0,53.6,85,61,0.026000000000000002,0.024,0.8,0.005
±¤Áø±¸,2016-01-05,23,308607.0,94.0,1.9,5.2,6.8,-0.4,0.0,37.2,29,19,0.018000000000000002,0.021,0.3,0.006
±¤Áø±¸,2016-01-06,22,308607.0,94.0,1.3,4.2,5.9,0.0,0.0,54.1,59,37,0.006999999999999999,0.039,0.7,0.006
±¤Áø±¸,2016-01-07,28,308607.0,94.0,1.9,5.1,7.4,-1.1,0.0,49.1,37,23,0.017,0.023,0.3,0.005
±¤Áø±¸,2016-01-08,18,308607.0,94.0,1.6,4.9,7.7,-1.1,0.0,48.1,36,22,0.013999999999999999,0.028999999999999998,0.5,0.006
±¤Áø±¸,2016-01-09,18,308607.0,94.0,1.6,5.4,7.9,0.1,0.0,55.3,39,25,0.015,0.03,0.5,0.004
±¤Áø±¸,2016-01-10,21,308607.0,94.0,1.8,4.8,8.2,2.5,0.0,45.7,33,24,0.022000000000000002,0.022000000000000002,0.5,0.004
±¤Áø±¸,2016-01-11,15,308607.0,94.0,1.8,3.8,5.5,-1.3,0.0,36.5,43,29,0.016,0.03,0.6,0.005
±¤Áø±¸,2016-01-12,24,308607.0,94.0,1.7,4.5,6.6,-2.9,0.0,43.2,55,34,0.012,0.036000000000000004,0.6,0.005
±¤Áø±¸,2016-01-13,19,308607.0,94.0,1.8,5.1,7.4,-2.9,0.0,62.9,45,30,0.011000000000000001,0.034,0.7,0.005
±¤Áø±¸,2016-01-14,16,308607.0,94.0,1.3,3.8,5.5,-2.1,0.0,47.7,47,28,0.012,0.036000000000000004,0.6,0.005
±¤Áø±¸,2016-01-15,12,308607.0,94.0,1.0,3.3,3.7,1.1,0.0,57.2,58,41,0.005,0.05,0.8,0.005
±¤Áø±¸,2016-01-16,27,308607.0,94.0,1.2,4.7,6.1,0.9,0.0,65.7,65,49,0.01,0.037000000000000005,0.7,0.005
±¤Áø±¸,2016-01-17,36,308607.0,94.0,1.0,3.9,5.0,3.0,0.0,65.1,64,52,0.013999999999999999,0.035,0.7,0.004
±¤Áø±¸,2016-01-18,11,308607.0,94.0,3.3,9.2,13.8,-3.9,0.0,59.7,59,41,0.02,0.023,0.7,0.005
±¤Áø±¸,2016-01-19,6,308607.0,94.0,3.5,8.1,13.0,-11.0,0.0,45.6,36,17,0.024,0.013999999999999999,0.4,0.005
±¤Áø±¸,2016-01-20,7,308607.0,94.0,1.5,4.2,5.8,-8.7,0.0,45.0,44,31,0.012,0.034,0.6,0.005
±¤Áø±¸,2016-01-21,21,308607.0,94.0,1.4,4.4,5.5,-5.4,0.0,45.6,60,43,0.009000000000000001,0.039,0.7,0.006
±¤Áø±¸,2016-01-22,10,308607.0,94.0,1.4,4.0,5.6,-5.4,0.0,41.6,64,43,0.01,0.04,0.7,0.006
±¤Áø±¸,2016-01-23,7,308607.0,94.0,3.0,7.5,11.7,-9.2,0.0,41.2,32,20,0.026000000000000002,0.013000000000000001,0.4,0.005
±¤Áø±¸,2016-01-24,1,308607.0,94.0,2.5,5.1,8.5,-12.8,0.0,46.5,42,27,0.025,0.013999999999999999,0.5,0.005
±¤Áø±¸,2016-01-25,16,308607.0,94.0,1.6,4.3,6.4,-7.9,0.0,46.4,49,23,0.013999999999999999,0.034,0.6,0.005
±¤Áø±¸,2016-01-26,15,308607.0,94.0,0.9,4.5,6.1,-2.6,0.0,66.6,82,48,0.005,0.055,0.9,0.006999999999999999
±¤Áø±¸,2016-01-27,24,308607.0,94.0,1.3,4.7,6.5,0.9,0.0,57.1,68,42,0.01,0.051,0.9,0.006999999999999999
±¤Áø±¸,2016-01-28,17,308607.0,94.0,1.1,3.3,4.8,0.6,0.0,55.3,61,40,0.006,0.051,0.9,0.006
±¤Áø±¸,2016-01-29,11,308607.0,94.0,2.0,4.9,5.9,3.4,0.0,46.3,42,28,0.013999999999999999,0.035,0.5,0.005
±¤Áø±¸,2016-01-30,27,308607.0,94.0,1.4,4.6,5.8,2.6,0.0,60.6,38,28,0.01,0.043,0.7,0.005
±¤Áø±¸,2016-01-31,23,308607.0,94.0,2.1,5.0,6.8,-1.6,0.0,35.5,42,27,0.023,0.022000000000000002,0.5,0.005
±¤Áø±¸,2016-02-01,13,308575.0,94.1,2.2,5.8,6.1,-4.2,0.0,33.4,42,24,0.02,0.027000000000000003,0.5,0.005
±¤Áø±¸,2016-02-02,20,308575.0,94.1,2.1,5.0,5.9,-1.3,0.0,37.3,53,32,0.012,0.043,0.7,0.006
±¤Áø±¸,2016-02-03,16,308575.0,94.1,1.6,5.8,7.0,-1.7,0.0,52.4,65,42,0.008,0.057999999999999996,1.0,0.006
±¤Áø±¸,2016-02-04,16,308575.0,94.1,2.0,6.3,8.8,0.8,0.0,54.1,67,45,0.013999999999999999,0.052000000000000005,1.0,0.008
±¤Áø±¸,2016-02-05,21,308575.0,94.1,1.9,6.4,8.6,-0.7,0.0,40.6,45,27,0.013000000000000001,0.038,0.7,0.005
±¤Áø±¸,2016-02-06,12,308575.0,94.1,2.0,6.5,8.4,-0.9,0.0,39.9,54,31,0.016,0.026000000000000002,0.6,0.005
±¤Áø±¸,2016-02-07,14,308575.0,94.1,1.7,5.5,6.9,-1.5,0.0,46.5,54,32,0.01,0.037000000000000005,0.7,0.005
±¤Áø±¸,2016-02-08,5,308575.0,94.1,2.3,8.8,11.5,2.0,0.0,62.2,77,50,0.017,0.034,0.8,0.006
±¤Áø±¸,2016-02-09,17,308575.0,94.1,2.7,7.2,9.8,2.2,0.0,51.9,52,32,0.02,0.019,0.5,0.005
±¤Áø±¸,2016-02-10,70,308575.0,94.1,1.4,3.2,4.2,3.3,0.0,45.1,45,29,0.006999999999999999,0.040999999999999995,0.6,0.005
±¤Áø±¸,2016-02-11,57,308575.0,94.1,1.9,3.9,5.8,8.0,0.0,36.8,45,28,0.008,0.042,0.7,0.005
±¤Áø±¸,2016-02-12,6,308575.0,94.1,1.6,3.8,5.5,9.1,17.0,93.2,31,23,0.008,0.037000000000000005,0.6,0.004
±¤Áø±¸,2016-02-13,7,308575.0,94.1,1.8,8.8,11.4,12.1,20.5,95.8,14,10,0.004,0.033,0.6,0.004
±¤Áø±¸,2016-02-14,11,308575.0,94.1,4.2,8.5,11.9,-0.4,0.5,76.8,31,23,0.016,0.013999999999999999,0.4,0.003
±¤Áø±¸,2016-02-15,13,308575.0,94.1,2.8,9.1,12.3,-4.7,0.0,50.3,34,15,0.019,0.016,0.4,0.004
±¤Áø±¸,2016-02-16,14,308575.0,94.1,2.1,7.9,10.8,-1.2,1.0,68.0,30,20,0.013000000000000001,0.027000000000000003,0.5,0.005
±¤Áø±¸,2016-02-17,21,308575.0,94.1,1.9,7.5,9.6,1.0,0.0,57.4,41,20,0.009000000000000001,0.036000000000000004,0.6,0.004
±¤Áø±¸,2016-02-18,24,308575.0,94.1,1.9,7.5,10.3,4.8,0.0,68.0,45,26,0.013000000000000001,0.038,0.6,0.005
±¤Áø±¸,2016-02-19,26,308575.0,94.1,1.4,5.9,8.0,4.5,0.0,58.9,92,55,0.006,0.046,0.9,0.006
±¤Áø±¸,2016-02-20,42,308575.0,94.1,2.2,6.8,9.9,3.3,0.0,40.6,54,28,0.015,0.028999999999999998,0.6,0.004
±¤Áø±¸,2016-02-21,14,308575.0,94.1,2.4,8.1,9.9,0.9,0.0,37.6,28,14,0.022000000000000002,0.016,0.4,0.005
±¤Áø±¸,2016-02-22,26,308575.0,94.1,1.5,4.6,5.5,2.4,0.0,37.5,46,22,0.006999999999999999,0.042,0.6,0.005
±¤Áø±¸,2016-02-23,26,308575.0,94.1,2.3,8.2,12.9,2.2,0.0,58.8,56,34,0.015,0.028999999999999998,0.6,0.004
±¤Áø±¸,2016-02-24,31,308575.0,94.1,2.2,6.4,8.4,-1.4,0.0,43.9,37,22,0.016,0.026000000000000002,0.5,0.003
±¤Áø±¸,2016-02-25,37,308575.0,94.1,2.8,9.0,13.0,0.9,0.0,49.0,54,33,0.013999999999999999,0.035,0.7,0.006
±¤Áø±¸,2016-02-26,42,308575.0,94.1,1.8,7.4,9.9,3.4,0.0,40.8,51,34,0.017,0.033,0.6,0.006
±¤Áø±¸,2016-02-27,56,308575.0,94.1,1.9,5.8,7.5,4.7,0.0,62.4,71,50,0.013000000000000001,0.042,0.6,0.005
±¤Áø±¸,2016-02-28,10,308575.0,94.1,2.1,7.1,8.8,2.1,2.0,68.2,54,39,0.011000000000000001,0.039,0.6,0.004
±¤Áø±¸,2016-02-29,11,308575.0,94.1,2.8,7.1,11.0,-2.0,0.0,49.9,57,34,0.023,0.017,0.4,0.005
±¤Áø±¸,2016-03-01,36,308437.0,94.1,2.2,6.4,8.6,-1.4,0.0,45.8,33,22,0.021,0.022000000000000002,0.4,0.004
±¤Áø±¸,2016-03-02,32,308437.0,94.1,1.9,7.3,10.9,4.0,0.0,68.5,41,26,0.015,0.037000000000000005,0.6,0.004
±¤Áø±¸,2016-03-03,81,308437.0,94.1,1.6,5.5,6.7,8.6,0.0,67.8,56,35,0.013000000000000001,0.040999999999999995,0.5,0.004
±¤Áø±¸,2016-03-04,172,308437.0,94.1,1.8,4.2,6.2,13.0,0.0,60.7,68,44,0.015,0.038,0.6,0.003
±¤Áø±¸,2016-03-05,10,308437.0,94.1,1.6,6.4,9.5,12.8,33.0,90.6,23,16,0.008,0.032,0.5,0.004
±¤Áø±¸,2016-03-06,218,308437.0,94.1,2.3,6.7,8.5,9.7,0.0,58.0,84,24,0.016,0.021,0.4,0.003
±¤Áø±¸,2016-03-07,38,308437.0,94.1,1.5,4.8,5.6,9.3,0.0,42.5,103,29,0.006999999999999999,0.040999999999999995,0.6,0.004
±¤Áø±¸,2016-03-08,33,308437.0,94.1,2.6,6.3,8.5,5.0,0.0,36.8,62,21,0.019,0.02,0.4,0.004
±¤Áø±¸,2016-03-09,21,308437.0,94.1,2.8,6.3,10.6,1.9,0.0,40.2,45,18,0.02,0.017,0.4,0.004
±¤Áø±¸,2016-03-10,20,308437.0,94.1,2.2,6.7,8.8,0.7,0.0,37.5,36,16,0.023,0.015,0.4,0.004
±¤Áø±¸,2016-03-11,28,308437.0,94.1,2.4,7.6,9.3,0.9,0.0,43.5,37,21,0.021,0.021,0.5,0.004
±¤Áø±¸,2016-03-12,50,308437.0,94.1,2.1,6.8,8.3,3.2,0.0,58.3,48,25,0.016,0.033,0.6,0.005
±¤Áø±¸,2016-03-13,35,308437.0,94.1,1.1,3.8,5.0,5.0,0.0,68.8,67,44,0.017,0.037000000000000005,0.6,0.004
±¤Áø±¸,2016-03-14,34,308437.0,94.1,1.5,4.8,6.3,6.1,0.0,60.2,73,56,0.021,0.03,0.6,0.004
±¤Áø±¸,2016-03-15,38,308437.0,94.1,2.1,5.8,7.5,6.6,0.0,43.5,65,38,0.011000000000000001,0.052000000000000005,0.7,0.005
±¤Áø±¸,2016-03-16,58,308437.0,94.1,2.0,7.0,8.8,8.8,0.0,48.5,74,45,0.013000000000000001,0.055,0.7,0.005
±¤Áø±¸,2016-03-17,58,308437.0,94.1,1.3,3.9,5.0,9.8,0.0,43.5,87,56,0.005,0.071,0.9,0.006999999999999999
±¤Áø±¸,2016-03-18,153,308437.0,94.1,1.5,4.7,6.7,13.6,0.0,53.6,74,49,0.013999999999999999,0.054000000000000006,0.8,0.005
±¤Áø±¸,2016-03-19,266,308437.0,94.1,2.5,6.5,8.8,12.9,0.0,59.0,79,49,0.022000000000000002,0.034,0.6,0.004
±¤Áø±¸,2016-03-20,279,308437.0,94.1,1.8,5.1,6.3,11.4,0.0,55.4,85,53,0.016,0.040999999999999995,0.7,0.005
±¤Áø±¸,2016-03-21,103,308437.0,94.1,2.0,6.8,9.1,11.2,0.0,56.0,91,60,0.015,0.05,0.8,0.005
±¤Áø±¸,2016-03-22,93,308437.0,94.1,2.4,7.0,9.1,9.4,0.0,56.1,74,52,0.02,0.042,0.6,0.005
±¤Áø±¸,2016-03-23,83,308437.0,94.1,2.3,7.6,10.7,9.3,0.0,53.3,86,60,0.023,0.027999999999999997,0.6,0.005
±¤Áø±¸,2016-03-24,108,308437.0,94.1,2.2,6.3,8.7,8.2,0.0,39.3,38,25,0.03,0.024,0.4,0.004
±¤Áø±¸,2016-03-25,118,308437.0,94.1,2.0,5.5,7.6,8.0,0.0,48.3,65,40,0.024,0.04,0.6,0.004
±¤Áø±¸,2016-03-26,196,308437.0,94.1,2.0,6.6,8.8,7.6,0.0,52.8,68,48,0.025,0.043,0.6,0.004
±¤Áø±¸,2016-03-27,201,308437.0,94.1,2.4,8.1,10.6,8.1,0.0,51.3,69,49,0.036000000000000004,0.037000000000000005,0.7,0.005
±¤Áø±¸,2016-03-28,145,308437.0,94.1,1.7,5.6,7.6,10.3,0.0,48.3,78,53,0.032,0.05,0.7,0.006
±¤Áø±¸,2016-03-29,59,308437.0,94.1,2.4,8.5,12.5,12.7,0.0,57.7,102,65,0.05,0.04,0.7,0.006
±¤Áø±¸,2016-03-30,99,308437.0,94.1,2.1,7.3,9.3,12.7,0.0,53.0,101,61,0.031,0.040999999999999995,0.6,0.005
±¤Áø±¸,2016-03-31,120,308437.0,94.1,1.8,5.7,7.4,14.3,0.0,32.2,54,27,0.018000000000000002,0.051,0.6,0.005
±¤Áø±¸,2016-04-01,214,308216.0,94.1,1.8,6.0,7.8,16.4,0.0,31.8,75,40,0.025,0.057,0.6,0.006
±¤Áø±¸,2016-04-02,356,308216.0,94.1,2.1,7.5,11.2,16.1,0.0,41.9,84,50,0.04,0.05,0.7,0.006
±¤Áø±¸,2016-04-03,38,308216.0,94.1,1.9,6.6,8.8,12.2,2.0,76.2,62,45,0.033,0.027000000000000003,0.6,0.004
±¤Áø±¸,2016-04-04,158,308216.0,94.1,2.0,5.8,8.4,13.1,0.0,48.5,25,12,0.027000000000000003,0.026000000000000002,0.4,0.004
±¤Áø±¸,2016-04-05,164,308216.0,94.1,2.3,7.3,9.9,13.0,0.0,43.5,58,24,0.031,0.037000000000000005,0.5,0.005
±¤Áø±¸,2016-04-06,135,308216.0,94.1,1.5,6.7,9.5,15.3,2.5,43.7,76,44,0.031,0.046,0.6,0.006999999999999999
±¤Áø±¸,2016-04-07,143,308216.0,94.1,2.5,7.3,9.9,15.3,8.0,71.5,44,25,0.038,0.031,0.5,0.004
±¤Áø±¸,2016-04-08,173,308216.0,94.1,2.4,8.0,11.2,12.7,0.0,75.1,76,47,0.031,0.036000000000000004,0.6,0.005
±¤Áø±¸,2016-04-09,158,308216.0,94.1,1.5,4.5,5.8,12.1,0.0,83.3,126,78,0.018000000000000002,0.046,0.9,0.004
±¤Áø±¸,2016-04-10,187,308216.0,94.1,2.1,7.6,9.8,15.1,0.0,73.3,143,88,0.042,0.036000000000000004,0.9,0.005
±¤Áø±¸,2016-04-11,157,308216.0,94.1,2.1,6.0,7.9,13.2,0.0,46.3,39,18,0.038,0.027000000000000003,0.4,0.004
±¤Áø±¸,2016-04-12,131,308216.0,94.1,1.9,5.4,8.3,14.9,0.0,48.4,51,28,0.034,0.033,0.5,0.004
±¤Áø±¸,2016-04-13,261,308216.0,94.1,1.5,5.1,6.5,16.2,0.0,66.7,59,38,0.023,0.044000000000000004,0.6,0.004
±¤Áø±¸,2016-04-14,93,308216.0,94.1,2.3,7.2,9.1,14.4,0.0,74.0,61,38,0.016,0.047,0.6,0.005
±¤Áø±¸,2016-04-15,176,308216.0,94.1,2.2,6.9,9.0,16.2,0.0,49.3,51,28,0.032,0.038,0.6,0.004
±¤Áø±¸,2016-04-16,83,308216.0,94.1,2.4,8.2,10.9,16.0,23.5,59.7,49,26,0.033,0.037000000000000005,0.6,0.004
±¤Áø±¸,2016-04-17,165,308216.0,94.1,4.3,13.0,17.5,12.6,17.0,69.3,40,16,0.046,0.013999999999999999,0.5,0.004
±¤Áø±¸,2016-04-18,82,308216.0,94.1,2.5,9.6,12.4,12.6,2.0,64.2,60,23,0.039,0.024,0.5,0.003
±¤Áø±¸,2016-04-19,133,308216.0,94.1,2.1,7.2,9.1,13.3,0.0,57.1,43,22,0.033,0.031,0.5,0.003
±¤Áø±¸,2016-04-20,65,308216.0,94.1,1.6,5.7,9.2,15.5,0.0,56.4,63,35,0.022000000000000002,0.045,0.6,0.005
±¤Áø±¸,2016-04-21,111,308216.0,94.1,2.0,4.8,5.9,14.4,19.0,87.7,25,15,0.034,0.028999999999999998,0.5,0.004
±¤Áø±¸,2016-04-22,134,308216.0,94.1,2.4,7.3,10.8,15.3,0.0,81.3,77,50,0.040999999999999995,0.03,0.7,0.004
±¤Áø±¸,2016-04-23,150,308216.0,94.1,2.0,6.6,8.8,14.7,0.0,54.3,178,49,0.028999999999999998,0.032,0.5,0.003
±¤Áø±¸,2016-04-24,260,308216.0,94.1,1.7,5.5,7.8,16.4,0.0,40.0,124,25,0.031,0.03,0.5,0.004
±¤Áø±¸,2016-04-25,144,308216.0,94.1,1.9,6.4,8.1,18.3,0.0,40.6,70,24,0.025,0.046,0.6,0.004
±¤Áø±¸,2016-04-26,141,308216.0,94.1,1.9,5.4,7.6,21.4,0.0,40.5,69,28,0.043,0.033,0.5,0.004
±¤Áø±¸,2016-04-27,138,308216.0,94.1,3.2,7.2,10.0,18.3,0.0,34.9,45,13,0.054000000000000006,0.016,0.4,0.004
±¤Áø±¸,2016-04-28,214,308216.0,94.1,1.9,5.6,7.6,18.1,0.0,37.6,51,18,0.042,0.027999999999999997,0.4,0.003
±¤Áø±¸,2016-04-29,204,308216.0,94.1,2.1,7.3,8.7,17.6,0.0,45.6,56,26,0.047,0.027999999999999997,0.5,0.005
±¤Áø±¸,2016-04-30,181,308216.0,94.1,2.1,7.5,10.3,17.4,0.0,50.9,75,42,0.063,0.03,0.6,0.005
±¤Áø±¸,2016-05-01,434,307701.0,94.2,1.8,6.8,9.4,19.7,0.0,43.8,42,21,0.053,0.025,0.6,0.004
±¤Áø±¸,2016-05-02,92,307701.0,94.2,1.7,6.3,9.9,21.9,17.5,64.2,43,23,0.028999999999999998,0.032,0.6,0.004
±¤Áø±¸,2016-05-03,2,307701.0,94.2,3.8,11.1,15.6,14.6,28.0,89.4,19,8,0.035,0.013999999999999999,0.3,0.003
±¤Áø±¸,2016-05-04,116,307701.0,94.2,5.3,13.3,17.4,16.6,0.0,48.8,45,8,0.045,0.017,0.4,0.004
±¤Áø±¸,2016-05-05,326,307701.0,94.2,1.5,5.4,7.0,19.2,5.5,49.9,51,20,0.032,0.034,0.6,0.004
±¤Áø±¸,2016-05-06,51,307701.0,94.2,1.3,5.1,6.5,16.9,8.0,93.4,55,22,0.023,0.033,0.6,0.003
±¤Áø±¸,2016-05-07,297,307701.0,94.2,2.0,6.9,9.6,17.5,0.0,63.0,107,21,0.032,0.026000000000000002,0.5,0.004
±¤Áø±¸,2016-05-08,339,307701.0,94.2,2.0,6.4,8.6,20.1,0.0,50.1,47,14,0.040999999999999995,0.023,0.5,0.004
±¤Áø±¸,2016-05-09,130,307701.0,94.2,1.8,4.8,6.6,21.1,0.0,44.1,54,19,0.038,0.032,0.5,0.003
±¤Áø±¸,2016-05-10,79,307701.0,94.2,2.5,5.8,7.3,15.8,12.5,78.9,28,12,0.045,0.017,0.4,0.003
±¤Áø±¸,2016-05-11,134,307701.0,94.2,2.1,6.3,8.8,17.7,0.0,61.3,27,10,0.039,0.025,0.4,0.004
±¤Áø±¸,2016-05-12,141,307701.0,94.2,2.3,7.5,9.7,19.2,0.0,60.2,29,12,0.03,0.031,0.5,0.004
±¤Áø±¸,2016-05-13,225,307701.0,94.2,2.0,6.2,8.3,19.1,0.0,60.1,40,22,0.042,0.024,0.5,0.004
±¤Áø±¸,2016-05-14,352,307701.0,94.2,2.0,6.8,8.7,21.2,0.0,50.2,31,17,0.036000000000000004,0.027999999999999997,0.5,0.004
±¤Áø±¸,2016-05-15,71,307701.0,94.2,2.4,8.0,10.7,18.9,33.5,71.6,35,24,0.033,0.025,0.6,0.004
±¤Áø±¸,2016-05-16,160,307701.0,94.2,2.9,8.9,13.2,17.0,3.0,57.0,33,16,0.039,0.021,0.5,0.004
±¤Áø±¸,2016-05-17,158,307701.0,94.2,1.7,5.5,7.7,19.9,0.0,51.6,70,42,0.037000000000000005,0.044000000000000004,0.7,0.006
±¤Áø±¸,2016-05-18,189,307701.0,94.2,1.5,4.4,6.2,23.0,0.0,44.5,54,33,0.027999999999999997,0.049,0.6,0.005
±¤Áø±¸,2016-05-19,167,307701.0,94.2,1.5,4.7,6.8,24.9,0.0,41.1,34,17,0.032,0.037000000000000005,0.5,0.004
±¤Áø±¸,2016-05-20,154,307701.0,94.2,1.7,5.4,7.1,25.2,0.0,35.3,43,26,0.037000000000000005,0.039,0.5,0.005
±¤Áø±¸,2016-05-21,247,307701.0,94.2,2.0,5.1,6.9,24.9,0.0,27.7,36,25,0.042,0.028999999999999998,0.4,0.003
±¤Áø±¸,2016-05-22,257,307701.0,94.2,1.8,5.5,6.7,25.2,0.0,40.1,49,37,0.051,0.027000000000000003,0.5,0.003
±¤Áø±¸,2016-05-23,117,307701.0,94.2,1.9,6.5,8.3,24.2,0.0,46.1,63,46,0.043,0.04,0.6,0.004
±¤Áø±¸,2016-05-24,118,307701.0,94.2,1.8,5.8,7.9,18.2,32.0,81.2,35,24,0.045,0.022000000000000002,0.5,0.004
