area,³¯Â¥,rentcnt,ÀÎ±¸,¾ÆÆÄÆ®°¡°Ý,Æò±ÕÇ³¼Ó,ÃÖ´ëÇ³¼Ó,¼ø°£ÃÖ°íÇ³¼Ó,±â¿ÂÆò±Õ,°­¼öÀÏ°­¼ö,½ÀµµÆò±Õ,¹Ì¼¼¸ÕÁö,ÃÊ¹Ì¼¼¸ÕÁö,¿ÀÁ¸,ÀÌ»êÈ­Áú¼Ò,ÀÏ»êÈ­Åº¼Ò,¾ÆÈ²»ê°¡½º
±¤Áø±¸,2016-05-25,188,307701.0,94.2,1.9,5.9,8.1,20.6,0.0,68.8,90,63,0.052000000000000005,0.027000000000000003,0.6,0.006
±¤Áø±¸,2016-05-26,164,307701.0,94.2,1.5,5.1,6.7,20.8,0.0,70.2,121,88,0.035,0.042,0.8,0.005
±¤Áø±¸,2016-05-27,156,307701.0,94.2,1.8,5.5,7.2,21.5,0.0,65.3,100,68,0.035,0.04,0.7,0.005
±¤Áø±¸,2016-05-28,283,307701.0,94.2,2.0,6.8,8.4,23.2,0.0,56.0,78,45,0.035,0.042,0.7,0.005
±¤Áø±¸,2016-05-29,339,307701.0,94.2,1.8,6.9,9.0,22.8,0.0,57.2,76,44,0.04,0.037000000000000005,0.7,0.005
±¤Áø±¸,2016-05-30,132,307701.0,94.2,1.9,6.9,8.6,23.4,0.0,56.9,97,66,0.046,0.037000000000000005,0.7,0.004
±¤Áø±¸,2016-05-31,166,307701.0,94.2,2.3,6.9,8.5,22.7,0.0,64.3,86,57,0.046,0.031,0.7,0.005
±¤Áø±¸,2016-06-01,169,307520.0,94.3,2.4,5.4,8.0,24.1,0.0,48.6,38,20,0.039,0.02,0.5,0.003
±¤Áø±¸,2016-06-02,152,307520.0,94.3,2.2,7.2,8.7,24.3,0.0,40.7,30,13,0.04,0.025,0.3,0.005
±¤Áø±¸,2016-06-03,226,307520.0,94.3,1.9,5.8,8.1,23.6,0.0,47.2,43,24,0.04,0.037000000000000005,0.5,0.005
±¤Áø±¸,2016-06-04,255,307520.0,94.3,1.6,6.2,8.8,22.4,0.0,53.3,50,28,0.027999999999999997,0.045,0.6,0.004
±¤Áø±¸,2016-06-05,275,307520.0,94.3,1.7,4.4,6.6,25.1,0.0,51.8,46,27,0.043,0.03,0.5,0.003
±¤Áø±¸,2016-06-06,281,307520.0,94.3,2.1,6.5,7.7,24.3,0.0,51.3,19,10,0.045,0.017,0.4,0.004
±¤Áø±¸,2016-06-07,160,307520.0,94.3,1.8,5.7,7.2,22.7,0.0,69.2,42,24,0.032,0.034,0.5,0.004
±¤Áø±¸,2016-06-08,173,307520.0,94.3,2.0,6.3,7.9,22.7,0.0,66.8,41,24,0.026000000000000002,0.035,0.4,0.003
±¤Áø±¸,2016-06-09,162,307520.0,94.3,1.8,5.4,7.4,24.7,0.0,62.0,46,26,0.027999999999999997,0.042,0.5,0.003
±¤Áø±¸,2016-06-10,140,307520.0,94.3,2.0,6.0,9.0,25.5,0.0,61.6,60,37,0.035,0.048,0.6,0.005
±¤Áø±¸,2016-06-11,157,307520.0,94.3,1.3,4.8,6.1,24.2,5.5,74.9,56,33,0.024,0.028999999999999998,0.5,0.004
±¤Áø±¸,2016-06-12,259,307520.0,94.3,1.6,4.6,6.2,24.5,0.0,80.7,34,20,0.023,0.02,0.5,0.004
±¤Áø±¸,2016-06-13,135,307520.0,94.3,1.8,4.7,6.1,24.5,0.0,71.5,77,42,0.028999999999999998,0.036000000000000004,0.7,0.004
±¤Áø±¸,2016-06-14,89,307520.0,94.3,1.8,5.5,7.8,24.6,0.0,64.6,57,31,0.034,0.04,0.6,0.005
±¤Áø±¸,2016-06-15,28,307520.0,94.3,1.7,6.8,9.9,21.4,26.0,82.6,41,22,0.023,0.031,0.5,0.003
±¤Áø±¸,2016-06-16,159,307520.0,94.3,2.2,6.9,9.1,21.7,0.0,74.9,32,16,0.042,0.021,0.4,0.004
±¤Áø±¸,2016-06-17,165,307520.0,94.3,1.6,5.9,7.4,24.3,0.0,66.5,59,36,0.052000000000000005,0.028999999999999998,0.6,0.004
±¤Áø±¸,2016-06-18,294,307520.0,94.3,1.7,6.5,8.6,25.5,0.0,60.0,66,44,0.045,0.038,0.7,0.005
±¤Áø±¸,2016-06-19,255,307520.0,94.3,2.0,7.3,9.5,24.8,0.0,65.5,44,27,0.035,0.028999999999999998,0.5,0.004
±¤Áø±¸,2016-06-20,185,307520.0,94.3,1.7,4.7,5.6,25.4,0.0,66.3,55,34,0.040999999999999995,0.034,0.6,0.004
±¤Áø±¸,2016-06-21,160,307520.0,94.3,1.5,5.3,6.7,26.8,0.0,64.1,66,43,0.046,0.048,0.7,0.005
±¤Áø±¸,2016-06-22,107,307520.0,94.3,1.9,6.0,9.3,25.3,9.5,76.5,80,50,0.037000000000000005,0.039,0.7,0.003
±¤Áø±¸,2016-06-23,199,307520.0,94.3,1.8,5.9,7.9,25.3,0.0,72.5,45,28,0.036000000000000004,0.03,0.5,0.004
±¤Áø±¸,2016-06-24,110,307520.0,94.3,2.0,6.1,8.4,24.0,3.0,77.9,82,47,0.027999999999999997,0.034,0.5,0.004
±¤Áø±¸,2016-06-25,208,307520.0,94.3,2.5,7.3,10.9,23.6,0.0,65.6,35,18,0.037000000000000005,0.026000000000000002,0.5,0.003
±¤Áø±¸,2016-06-26,285,307520.0,94.3,2.3,6.9,9.0,25.4,0.0,60.1,35,19,0.037000000000000005,0.024,0.4,0.005
±¤Áø±¸,2016-06-27,229,307520.0,94.3,1.6,4.2,5.7,25.3,0.0,59.7,35,20,0.031,0.037000000000000005,0.5,0.005
±¤Áø±¸,2016-06-28,198,307520.0,94.3,1.7,5.0,6.5,25.7,0.0,60.5,70,47,0.038,0.040999999999999995,0.6,0.004
±¤Áø±¸,2016-06-29,205,307520.0,94.3,2.0,6.0,7.4,26.2,0.0,59.5,36,25,0.036000000000000004,0.035,0.5,0.003
±¤Áø±¸,2016-06-30,132,307520.0,94.3,1.7,6.0,8.3,25.4,0.5,79.9,37,26,0.027000000000000003,0.025,0.5,0.004
±¤Áø±¸,2016-07-01,43,307168.0,94.4,1.6,8.1,12.4,24.8,110.0,88.6,26,15,0.015,0.03,0.5,0.004
±¤Áø±¸,2016-07-02,231,307168.0,94.4,1.7,5.5,7.4,24.3,5.0,82.2,16,9,0.027000000000000003,0.022000000000000002,0.4,0.003
±¤Áø±¸,2016-07-03,255,307168.0,94.4,1.4,4.1,5.2,24.5,0.0,72.0,42,31,0.037000000000000005,0.022000000000000002,0.5,0.003
±¤Áø±¸,2016-07-04,46,307168.0,94.4,2.4,7.0,8.9,22.2,33.5,86.9,23,16,0.022000000000000002,0.021,0.5,0.003
±¤Áø±¸,2016-07-05,11,307168.0,94.4,1.9,6.2,9.0,23.1,104.0,97.4,16,10,0.01,0.022000000000000002,0.4,0.005
±¤Áø±¸,2016-07-06,160,307168.0,94.4,1.4,4.6,5.6,23.9,0.0,77.4,20,10,0.021,0.028999999999999998,0.5,0.004
±¤Áø±¸,2016-07-07,169,307168.0,94.4,1.3,3.4,4.3,24.8,0.0,74.1,50,33,0.022000000000000002,0.047,0.7,0.004
±¤Áø±¸,2016-07-08,180,307168.0,94.4,1.4,4.1,5.1,27.8,0.0,67.9,69,43,0.036000000000000004,0.034,0.6,0.003
±¤Áø±¸,2016-07-09,196,307168.0,94.4,1.8,6.4,7.7,28.8,0.0,67.3,39,22,0.024,0.032,0.6,0.004
±¤Áø±¸,2016-07-10,199,307168.0,94.4,1.5,5.1,7.0,29.0,0.0,67.0,39,25,0.028999999999999998,0.037000000000000005,0.6,0.005
±¤Áø±¸,2016-07-11,118,307168.0,94.4,1.3,4.5,7.0,29.2,6.5,70.2,62,44,0.042,0.037000000000000005,0.7,0.004
±¤Áø±¸,2016-07-12,162,307168.0,94.4,1.8,5.3,7.8,26.8,0.5,73.9,54,40,0.025,0.037000000000000005,0.6,0.005
±¤Áø±¸,2016-07-13,183,307168.0,94.4,1.9,5.3,7.1,27.1,0.0,69.2,36,19,0.012,0.033,0.5,0.005
±¤Áø±¸,2016-07-14,202,307168.0,94.4,2.0,6.0,8.1,27.9,1.0,68.8,28,17,0.025,0.025,0.4,0.004
±¤Áø±¸,2016-07-15,138,307168.0,94.4,2.2,5.1,7.0,26.9,0.5,61.3,17,7,0.021,0.022000000000000002,0.4,0.003
±¤Áø±¸,2016-07-16,31,307168.0,94.4,2.9,7.2,9.6,21.4,39.5,92.2,9,2,0.017,0.017,0.5,0.004
±¤Áø±¸,2016-07-17,222,307168.0,94.4,1.4,4.4,7.6,22.4,2.0,86.1,16,7,0.019,0.018000000000000002,0.5,0.004
±¤Áø±¸,2016-07-18,295,307168.0,94.4,1.3,4.2,5.3,24.6,0.0,77.0,33,18,0.013999999999999999,0.032,0.6,0.003
±¤Áø±¸,2016-07-19,246,307168.0,94.4,1.8,4.7,6.1,27.2,0.0,70.4,37,19,0.03,0.031,0.6,0.003
±¤Áø±¸,2016-07-20,236,307168.0,94.4,2.1,4.8,6.9,28.9,0.0,65.5,36,21,0.037000000000000005,0.024,0.5,0.004
±¤Áø±¸,2016-07-21,235,307168.0,94.4,2.1,4.5,6.4,28.4,0.0,66.1,30,18,0.032,0.027999999999999997,0.5,0.004
±¤Áø±¸,2016-07-22,273,307168.0,94.4,1.9,5.4,8.1,29.8,0.0,65.4,32,21,0.035,0.027999999999999997,0.5,0.004
±¤Áø±¸,2016-07-23,252,307168.0,94.4,1.5,4.4,6.1,29.4,0.0,72.2,42,27,0.025,0.033,0.5,0.004
±¤Áø±¸,2016-07-24,298,307168.0,94.4,1.3,4.0,5.1,28.7,1.0,80.6,52,33,0.015,0.025,0.5,0.004
±¤Áø±¸,2016-07-25,318,307168.0,94.4,1.3,4.4,5.7,29.1,0.0,77.4,60,39,0.018000000000000002,0.027999999999999997,0.5,0.004
±¤Áø±¸,2016-07-26,345,307168.0,94.4,1.9,7.1,8.7,29.0,0.0,72.3,47,29,0.012,0.025,0.5,0.004
±¤Áø±¸,2016-07-27,247,307168.0,94.4,1.3,4.9,8.7,28.4,1.0,77.8,46,29,0.013000000000000001,0.024,0.6,0.003
±¤Áø±¸,2016-07-28,325,307168.0,94.4,2.1,7.2,9.5,28.8,0.0,72.7,66,46,0.033,0.026000000000000002,0.7,0.003
±¤Áø±¸,2016-07-29,242,307168.0,94.4,1.5,4.7,6.2,26.7,40.0,85.9,61,37,0.018000000000000002,0.039,0.9,0.003
±¤Áø±¸,2016-07-30,371,307168.0,94.4,1.3,4.7,6.2,29.5,2.0,76.8,55,39,0.028999999999999998,0.027000000000000003,0.7,0.004
±¤Áø±¸,2016-07-31,410,307168.0,94.4,1.9,6.6,9.0,29.7,0.0,73.8,50,32,0.019,0.024,0.6,0.004
±¤Áø±¸,2016-08-01,371,306904.0,94.6,1.8,5.8,7.2,28.6,0.0,74.3,41,26,0.018000000000000002,0.028999999999999998,0.6,0.005
±¤Áø±¸,2016-08-02,432,306904.0,94.6,1.5,6.4,8.8,28.1,0.0,74.3,30,17,0.013000000000000001,0.027999999999999997,0.6,0.004
±¤Áø±¸,2016-08-03,400,306904.0,94.6,1.6,3.8,4.8,29.6,0.0,67.9,29,16,0.027000000000000003,0.028999999999999998,0.6,0.004
±¤Áø±¸,2016-08-04,354,306904.0,94.6,1.9,4.8,6.2,31.3,0.0,64.1,31,17,0.026000000000000002,0.026000000000000002,0.6,0.004
±¤Áø±¸,2016-08-05,354,306904.0,94.6,1.8,4.5,6.1,31.9,0.0,60.3,36,21,0.033,0.033,0.7,0.003
±¤Áø±¸,2016-08-06,352,306904.0,94.6,1.7,4.3,6.1,31.4,0.0,66.5,59,28,0.05,0.034,0.9,0.004
±¤Áø±¸,2016-08-07,410,306904.0,94.6,1.9,5.6,7.1,31.7,0.0,60.2,36,23,0.038,0.027000000000000003,0.7,0.004
±¤Áø±¸,2016-08-08,393,306904.0,94.6,1.8,4.8,6.5,31.1,0.0,66.1,45,22,0.026000000000000002,0.033,0.7,0.004
±¤Áø±¸,2016-08-09,358,306904.0,94.6,1.9,5.7,7.9,30.1,0.0,68.5,32,21,0.034,0.03,0.7,0.003
±¤Áø±¸,2016-08-10,459,306904.0,94.6,1.8,5.8,8.0,30.6,0.0,68.6,99,62,0.036000000000000004,0.039,0.8,0.004
±¤Áø±¸,2016-08-11,426,306904.0,94.6,1.6,4.3,6.0,31.4,0.0,64.3,33,18,0.026000000000000002,0.033,0.7,0.005
±¤Áø±¸,2016-08-12,383,306904.0,94.6,1.8,5.3,7.1,31.3,0.0,68.6,44,26,0.021,0.033,0.7,0.004
±¤Áø±¸,2016-08-13,384,306904.0,94.6,2.3,6.4,8.0,31.0,0.0,69.8,41,25,0.02,0.022000000000000002,0.6,0.004
±¤Áø±¸,2016-08-14,402,306904.0,94.6,1.5,4.3,6.4,29.5,3.0,78.6,44,28,0.016,0.019,0.6,0.003
±¤Áø±¸,2016-08-15,472,306904.0,94.6,1.8,5.1,6.4,30.1,0.0,68.6,40,24,0.027000000000000003,0.023,0.7,0.004
±¤Áø±¸,2016-08-16,448,306904.0,94.6,1.6,5.3,7.1,30.5,0.0,65.4,44,29,0.035,0.035,0.8,0.005
±¤Áø±¸,2016-08-17,452,306904.0,94.6,1.7,4.3,6.0,30.4,0.0,64.1,37,24,0.036000000000000004,0.031,0.6,0.005
±¤Áø±¸,2016-08-18,436,306904.0,94.6,1.5,4.4,6.3,29.4,9.5,70.6,51,35,0.043,0.035,0.8,0.003
±¤Áø±¸,2016-08-19,403,306904.0,94.6,1.6,3.7,5.2,29.6,1.5,73.7,59,42,0.038,0.034,0.8,0.004
±¤Áø±¸,2016-08-20,439,306904.0,94.6,2.1,4.1,5.5,30.6,0.0,63.6,28,18,0.038,0.02,0.6,0.004
±¤Áø±¸,2016-08-21,444,306904.0,94.6,2.0,4.4,5.6,30.8,0.0,61.5,23,14,0.039,0.019,0.6,0.003
±¤Áø±¸,2016-08-22,443,306904.0,94.6,1.8,5.0,6.0,30.5,0.0,63.7,25,16,0.038,0.025,0.6,0.004
±¤Áø±¸,2016-08-23,366,306904.0,94.6,2.0,4.7,6.5,29.3,0.5,67.9,39,22,0.03,0.034,0.7,0.004
±¤Áø±¸,2016-08-24,460,306904.0,94.6,1.7,4.4,5.6,29.9,0.0,62.8,46,24,0.03,0.036000000000000004,0.7,0.004
±¤Áø±¸,2016-08-25,303,306904.0,94.6,1.9,5.9,8.1,28.0,5.0,71.7,36,20,0.022000000000000002,0.03,0.6,0.004
±¤Áø±¸,2016-08-26,696,306904.0,94.6,3.3,9.2,12.8,23.5,20.5,63.2,12,4,0.027000000000000003,0.015,0.5,0.003
±¤Áø±¸,2016-08-27,961,306904.0,94.6,2.8,6.7,9.6,23.5,0.0,48.3,12,2,0.027999999999999997,0.013000000000000001,0.4,0.004
±¤Áø±¸,2016-08-28,541,306904.0,94.6,2.9,7.3,9.5,21.2,4.5,68.1,8,2,0.023,0.009000000000000001,0.5,0.005
±¤Áø±¸,2016-08-29,955,306904.0,94.6,2.6,7.0,8.7,22.4,0.0,59.1,15,4,0.019,0.02,0.5,0.004
±¤Áø±¸,2016-08-30,685,306904.0,94.6,2.2,5.8,8.2,21.5,0.0,65.6,24,6,0.019,0.019,0.5,0.005
±¤Áø±¸,2016-08-31,184,306904.0,94.6,3.5,8.9,11.9,18.6,16.5,86.1,18,5,0.016,0.023,0.6,0.005
±¤Áø±¸,2016-09-01,619,306633.0,94.9,1.5,6.8,11.4,23.8,0.0,74.3,60,35,0.038,0.035,0.9,0.004
±¤Áø±¸,2016-09-02,706,306633.0,94.9,2.8,7.8,9.9,24.5,7.0,73.1,32,22,0.04,0.021,0.5,0.004
±¤Áø±¸,2016-09-03,886,306633.0,94.9,1.6,5.0,6.5,24.4,1.0,77.1,20,10,0.027999999999999997,0.027999999999999997,0.7,0.003
±¤Áø±¸,2016-09-04,1010,306633.0,94.9,1.8,4.2,5.6,26.1,0.0,75.6,18,8,0.024,0.018000000000000002,0.7,0.003
±¤Áø±¸,2016-09-05,699,306633.0,94.9,1.6,4.7,6.4,27.1,0.0,69.1,28,15,0.024,0.028999999999999998,0.7,0.003
±¤Áø±¸,2016-09-06,680,306633.0,94.9,1.6,5.3,7.1,25.6,0.0,71.6,56,37,0.023,0.040999999999999995,0.9,0.004
±¤Áø±¸,2016-09-07,536,306633.0,94.9,1.6,5.5,7.1,25.1,1.0,74.1,74,56,0.024,0.042,0.9,0.004
±¤Áø±¸,2016-09-08,542,306633.0,94.9,1.4,4.6,6.7,23.9,3.0,77.6,46,31,0.019,0.043,0.8,0.004
±¤Áø±¸,2016-09-09,669,306633.0,94.9,1.5,4.8,6.2,24.3,1.0,74.5,35,22,0.024,0.027999999999999997,0.7,0.003
±¤Áø±¸,2016-09-10,1007,306633.0,94.9,1.9,4.9,6.5,24.7,0.0,70.1,35,24,0.033,0.026000000000000002,0.7,0.004
±¤Áø±¸,2016-09-11,1059,306633.0,94.9,1.7,4.5,5.8,25.0,0.0,70.2,35,26,0.037000000000000005,0.02,0.7,0.003
±¤Áø±¸,2016-09-12,695,306633.0,94.9,2.1,7.4,9.4,24.1,3.0,74.3,26,14,0.023,0.019,0.6,0.003
±¤Áø±¸,2016-09-13,634,306633.0,94.9,1.8,4.3,5.9,24.7,0.0,67.3,13,7,0.024,0.021,0.5,0.003
±¤Áø±¸,2016-09-14,591,306633.0,94.9,1.8,4.7,5.8,25.3,0.0,67.4,27,19,0.033,0.023,0.6,0.003
±¤Áø±¸,2016-09-15,688,306633.0,94.9,1.5,4.1,5.1,24.2,0.0,72.0,39,27,0.026000000000000002,0.026000000000000002,0.7,0.003
±¤Áø±¸,2016-09-16,1006,306633.0,94.9,1.4,3.9,5.1,25.1,0.0,68.4,48,37,0.036000000000000004,0.024,0.7,0.006
±¤Áø±¸,2016-09-17,1131,306633.0,94.9,2.5,6.2,9.4,23.6,8.5,69.5,28,19,0.036000000000000004,0.013000000000000001,0.6,0.003
±¤Áø±¸,2016-09-18,1191,306633.0,94.9,2.9,6.8,8.3,23.7,0.0,58.9,20,9,0.036000000000000004,0.008,0.5,0.003
±¤Áø±¸,2016-09-19,860,306633.0,94.9,3.2,7.5,11.4,22.2,0.0,58.5,12,1,0.027000000000000003,0.012,0.4,0.003
±¤Áø±¸,2016-09-20,874,306633.0,94.9,2.9,7.5,9.3,21.1,0.0,47.0,15,7,0.028999999999999998,0.019,0.3,0.004
±¤Áø±¸,2016-09-21,847,306633.0,94.9,2.0,4.3,5.7,20.4,0.0,49.8,28,18,0.024,0.02,0.3,0.004
±¤Áø±¸,2016-09-22,880,306633.0,94.9,1.6,3.6,4.8,21.8,0.0,52.8,39,25,0.022000000000000002,0.047,0.7,0.003
±¤Áø±¸,2016-09-23,931,306633.0,94.9,1.7,3.6,4.7,21.8,0.0,61.1,44,30,0.031,0.036000000000000004,0.7,0.003
±¤Áø±¸,2016-09-24,1362,306633.0,94.9,1.7,5.4,7.3,22.6,0.0,63.2,54,38,0.045,0.036000000000000004,0.8,0.004
±¤Áø±¸,2016-09-25,1128,306633.0,94.9,1.4,4.6,5.9,23.4,0.0,63.6,52,37,0.034,0.04,0.8,0.004
±¤Áø±¸,2016-09-26,942,306633.0,94.9,1.8,5.2,6.9,23.9,0.0,64.7,42,30,0.023,0.037000000000000005,0.8,0.004
±¤Áø±¸,2016-09-27,257,306633.0,94.9,1.5,4.7,6.2,21.3,14.0,84.0,32,20,0.011000000000000001,0.035,0.8,0.004
±¤Áø±¸,2016-09-28,719,306633.0,94.9,1.3,3.4,4.3,20.8,0.5,86.7,34,20,0.01,0.033,0.7,0.005
±¤Áø±¸,2016-09-29,818,306633.0,94.9,2.8,5.6,8.7,20.8,0.0,66.6,11,2,0.019,0.015,0.4,0.004
±¤Áø±¸,2016-09-30,972,306633.0,94.9,1.4,3.4,4.1,21.2,0.0,68.3,26,12,0.012,0.032,0.5,0.004
±¤Áø±¸,2016-10-01,1214,306117.0,95.3,1.5,3.5,5.2,21.5,0.0,73.2,40,21,0.015,0.035,0.6,0.004
±¤Áø±¸,2016-10-02,233,306117.0,95.3,1.9,5.1,6.8,19.5,13.0,85.8,26,14,0.013999999999999999,0.024,0.5,0.004
±¤Áø±¸,2016-10-03,1187,306117.0,95.3,1.5,7.8,11.0,23.9,6.5,75.4,16,6,0.023,0.021,0.5,0.005
±¤Áø±¸,2016-10-04,912,306117.0,95.3,2.5,6.3,7.9,22.3,0.0,65.0,26,12,0.021,0.022000000000000002,0.4,0.002
±¤Áø±¸,2016-10-05,866,306117.0,95.3,2.4,5.6,8.4,21.9,0.0,64.9,25,8,0.027999999999999997,0.019,0.5,0.003
±¤Áø±¸,2016-10-06,875,306117.0,95.3,1.6,4.2,5.1,19.3,0.0,62.4,39,18,0.024,0.027000000000000003,0.5,0.005
±¤Áø±¸,2016-10-07,470,306117.0,95.3,2.2,5.4,8.3,20.2,1.0,70.1,23,9,0.02,0.023,0.4,0.004
±¤Áø±¸,2016-10-08,856,306117.0,95.3,2.5,7.3,11.8,17.9,6.0,69.7,19,7,0.031,0.016,0.4,0.004
±¤Áø±¸,2016-10-09,821,306117.0,95.3,2.1,4.8,6.7,12.4,0.0,48.4,17,5,0.028999999999999998,0.011000000000000001,0.3,0.004
±¤Áø±¸,2016-10-10,749,306117.0,95.3,1.7,4.2,5.6,14.4,0.0,45.7,24,5,0.018000000000000002,0.027999999999999997,0.4,0.004
±¤Áø±¸,2016-10-11,787,306117.0,95.3,1.8,5.1,7.2,15.7,0.0,62.9,42,19,0.015,0.043,0.5,0.005
±¤Áø±¸,2016-10-12,711,306117.0,95.3,1.5,6.7,7.9,16.6,0.0,61.5,55,31,0.027000000000000003,0.027999999999999997,0.5,0.004
±¤Áø±¸,2016-10-13,752,306117.0,95.3,1.6,4.9,5.9,15.8,0.0,47.1,41,20,0.013000000000000001,0.042,0.5,0.005
±¤Áø±¸,2016-10-14,773,306117.0,95.3,1.3,3.4,4.4,17.0,0.0,63.9,68,44,0.012,0.055999999999999994,0.7,0.005
±¤Áø±¸,2016-10-15,972,306117.0,95.3,1.5,3.4,5.4,19.1,0.0,65.8,75,54,0.019,0.047,0.7,0.005
±¤Áø±¸,2016-10-16,332,306117.0,95.3,1.4,3.2,4.0,17.9,1.0,76.0,51,37,0.015,0.033,0.6,0.003
