area,朝楼,rentcnt,牢备,酒颇飘啊拜,乞闭浅加,弥措浅加,鉴埃弥绊浅加,扁柯乞闭,碍荐老碍荐,嚼档乞闭,固技刚瘤,檬固技刚瘤,坷粮,捞魂拳龙家,老魂拳藕家,酒炔魂啊胶
吝备,2016-10-20,838,103585.0,96.5,1.8,5.4,8.5,18.8,0.0,67.1,,,,,,
吝备,2016-10-21,866,103585.0,96.5,2.3,5.2,7.0,18.4,0.0,62.7,33.0,21.0,0.013000000000000001,0.04,0.4,0.002
吝备,2016-10-22,570,103585.0,96.5,1.8,3.8,4.8,18.8,0.0,63.1,27.0,17.0,0.021,0.027999999999999997,0.3,0.002
吝备,2016-10-23,180,103585.0,96.5,3.2,8.3,12.1,14.5,2.0,68.1,12.0,7.0,0.022000000000000002,0.019,0.2,0.002
吝备,2016-10-24,780,103585.0,96.5,2.0,4.3,6.3,15.0,0.0,59.9,18.0,11.0,0.013999999999999999,0.03,0.3,0.002
吝备,2016-10-25,477,103585.0,96.5,1.7,4.7,6.3,14.7,39.0,85.2,14.0,9.0,0.013000000000000001,0.031,0.4,0.002
吝备,2016-10-26,690,103585.0,96.5,1.2,3.0,3.7,13.9,0.0,86.0,37.0,23.0,0.006,0.038,0.7,0.003
吝备,2016-10-27,744,103585.0,96.5,1.6,4.3,5.2,15.1,0.0,72.0,44.0,28.0,0.006,0.04,0.6,0.003
吝备,2016-10-28,689,103585.0,96.5,1.7,4.4,6.7,16.0,0.0,65.8,36.0,20.0,0.017,0.03,0.4,0.002
吝备,2016-10-29,367,103585.0,96.5,1.9,5.9,7.8,10.0,0.0,44.2,36.0,21.0,0.022000000000000002,0.02,0.3,0.003
吝备,2016-10-30,362,103585.0,96.5,1.3,3.4,4.4,8.6,0.0,34.4,25.0,16.0,0.013000000000000001,0.032,0.3,0.003
吝备,2016-10-31,386,103585.0,96.5,1.8,5.6,7.5,7.3,0.0,59.1,29.0,19.0,0.008,0.036000000000000004,0.4,0.003
吝备,2016-11-01,427,103423.0,96.7,1.9,5.0,7.5,3.3,0.0,43.0,25.0,16.0,0.023,0.019,0.2,0.002
吝备,2016-11-02,445,103423.0,96.7,1.5,5.7,6.9,4.9,0.0,52.9,35.0,22.0,0.008,0.043,0.5,0.004
吝备,2016-11-03,575,103423.0,96.7,1.5,5.9,7.6,9.5,0.5,68.2,44.0,28.0,0.015,0.047,0.5,0.004
吝备,2016-11-04,640,103423.0,96.7,1.3,5.0,7.0,13.1,0.0,68.1,59.0,38.0,0.017,0.05,0.6,0.005
吝备,2016-11-05,520,103423.0,96.7,1.1,6.0,7.9,15.8,0.0,77.8,72.0,45.0,0.033,0.039,0.6,0.005
吝备,2016-11-06,362,103423.0,96.7,3.0,6.4,8.2,14.7,0.0,63.7,33.0,22.0,0.016,0.032,0.4,0.002
吝备,2016-11-07,371,103423.0,96.7,2.1,5.5,7.4,14.0,4.5,70.2,32.0,24.0,0.013999999999999999,0.033,0.4,0.003
吝备,2016-11-08,437,103423.0,96.7,2.3,5.3,7.1,6.2,0.0,61.4,63.0,53.0,0.026000000000000002,0.018000000000000002,0.4,0.003
吝备,2016-11-09,446,103423.0,96.7,2.0,5.6,6.8,3.6,0.0,43.0,40.0,30.0,0.013999999999999999,0.031,0.4,0.003
吝备,2016-11-10,406,103423.0,96.7,1.6,4.4,5.2,6.5,1.0,59.9,41.0,30.0,0.003,0.049,0.6,0.003
吝备,2016-11-11,507,103423.0,96.7,2.0,7.3,10.4,10.3,8.0,66.9,47.0,24.0,0.013000000000000001,0.04,0.5,0.003
吝备,2016-11-12,580,103423.0,96.7,1.3,5.5,7.2,12.0,0.0,64.9,71.0,34.0,0.013999999999999999,0.047,0.6,0.004
吝备,2016-11-13,379,103423.0,96.7,1.3,3.5,4.8,15.1,0.0,76.4,60.0,33.0,0.009000000000000001,0.05,0.6,0.004
吝备,2016-11-14,358,103423.0,96.7,1.0,2.7,4.2,14.4,2.0,83.7,50.0,33.0,0.006999999999999999,0.048,0.6,0.003
吝备,2016-11-15,459,103423.0,96.7,1.9,4.8,6.2,8.0,0.0,45.3,56.0,26.0,0.019,0.025,0.3,0.003
吝备,2016-11-16,470,103423.0,96.7,1.2,2.9,3.4,6.4,0.0,48.1,49.0,28.0,0.005,0.048,0.6,0.003
吝备,2016-11-17,560,103423.0,96.7,1.2,3.3,4.0,9.7,0.0,57.4,67.0,40.0,0.004,0.057999999999999996,0.8,0.004
吝备,2016-11-18,485,103423.0,96.7,1.5,3.5,4.4,10.7,0.0,63.7,95.0,66.0,0.004,0.066,1.0,0.006
吝备,2016-11-19,412,103423.0,96.7,2.0,5.7,7.4,13.7,0.0,70.7,52.0,38.0,0.008,0.049,0.6,0.004
吝备,2016-11-20,333,103423.0,96.7,2.0,5.8,7.6,11.9,0.0,52.3,40.0,26.0,0.018000000000000002,0.027000000000000003,0.6,0.003
吝备,2016-11-21,526,103423.0,96.7,1.7,4.2,6.3,10.7,0.0,46.1,59.0,32.0,0.006,0.048,0.7,0.003
吝备,2016-11-22,410,103423.0,96.7,2.5,6.6,8.5,4.8,0.0,44.9,42.0,20.0,0.022000000000000002,0.016,0.3,0.003
吝备,2016-11-23,335,103423.0,96.7,2.1,4.7,6.0,0.3,0.0,37.2,38.0,17.0,0.016,0.021,0.3,0.003
吝备,2016-11-24,307,103423.0,96.7,1.9,6.5,7.9,-0.6,0.0,38.4,27.0,14.0,0.02,0.021,0.3,0.004
吝备,2016-11-25,392,103423.0,96.7,1.4,4.1,5.8,1.8,0.0,45.3,36.0,22.0,0.009000000000000001,0.044000000000000004,0.6,0.004
吝备,2016-11-26,131,103423.0,96.7,1.6,3.4,4.3,1.6,1.0,70.5,54.0,41.0,0.002,0.052000000000000005,0.7,0.004
吝备,2016-11-27,188,103423.0,96.7,1.2,2.9,3.4,4.2,0.0,83.3,72.0,56.0,0.004,0.045,0.7,0.004
吝备,2016-11-28,332,103423.0,96.7,1.7,5.6,8.4,3.3,0.0,58.8,76.0,42.0,0.015,0.028999999999999998,0.5,0.004
吝备,2016-11-29,389,103423.0,96.7,1.2,3.2,4.1,3.0,0.0,45.9,40.0,25.0,0.005,0.048,0.6,0.004
吝备,2016-11-30,336,103423.0,96.7,1.2,3.8,5.3,6.6,0.5,60.8,42.0,28.0,0.002,0.051,0.6,0.006
吝备,2016-12-01,380,103143.0,96.8,2.3,7.0,10.7,6.2,0.0,51.2,48.0,28.0,0.021,0.023,0.4,0.004
吝备,2016-12-02,392,103143.0,96.8,1.5,4.6,6.9,3.0,0.0,48.3,33.0,16.0,0.013000000000000001,0.034,0.4,0.004
吝备,2016-12-03,300,103143.0,96.8,1.3,3.8,4.8,5.2,0.0,61.0,50.0,32.0,0.004,0.057,0.7,0.004
吝备,2016-12-04,228,103143.0,96.8,1.1,3.0,3.4,6.2,0.0,66.2,77.0,58.0,0.003,0.066,1.0,0.006
吝备,2016-12-05,351,103143.0,96.8,2.3,6.4,9.9,7.3,2.0,71.2,82.0,62.0,0.013000000000000001,0.040999999999999995,0.8,0.005
吝备,2016-12-06,296,103143.0,96.8,2.0,5.2,7.6,0.6,0.0,40.5,25.0,13.0,0.015,0.026000000000000002,0.3,0.003
吝备,2016-12-07,336,103143.0,96.8,1.5,3.9,5.1,2.9,0.0,58.7,51.0,32.0,0.003,0.052000000000000005,0.7,0.005
吝备,2016-12-08,293,103143.0,96.8,1.5,3.7,5.3,2.8,3.0,75.2,55.0,38.0,0.004,0.055,0.8,0.005
吝备,2016-12-09,290,103143.0,96.8,2.3,6.8,8.0,3.3,4.0,67.8,31.0,24.0,0.016,0.027000000000000003,0.4,0.003
吝备,2016-12-10,172,103143.0,96.8,1.7,4.8,5.6,-0.1,0.0,52.4,32.0,22.0,0.013999999999999999,0.03,0.4,0.003
吝备,2016-12-11,144,103143.0,96.8,1.4,3.8,5.0,0.2,0.0,46.1,33.0,23.0,0.009000000000000001,0.042,0.6,0.003
吝备,2016-12-12,362,103143.0,96.8,1.8,3.7,4.4,2.7,0.0,45.4,42.0,31.0,0.003,0.051,0.8,0.004
吝备,2016-12-13,359,103143.0,96.8,1.6,5.6,6.9,4.8,0.0,55.5,56.0,41.0,0.008,0.048,0.9,0.005
吝备,2016-12-14,267,103143.0,96.8,1.6,3.8,5.8,0.9,0.0,73.3,50.0,32.0,0.008,0.03,0.5,0.005
吝备,2016-12-15,254,103143.0,96.8,2.3,6.4,9.1,-2.7,0.0,44.4,34.0,18.0,0.019,0.019,0.3,0.004
吝备,2016-12-16,262,103143.0,96.8,2.0,7.3,9.1,-3.4,0.0,41.0,33.0,19.0,0.013000000000000001,0.031,0.4,0.004
吝备,2016-12-17,236,103143.0,96.8,1.3,2.6,3.3,3.0,0.0,60.5,65.0,44.0,0.004,0.064,1.1,0.006
吝备,2016-12-18,179,103143.0,96.8,1.3,3.7,4.8,5.7,0.0,71.7,55.0,41.0,0.002,0.057999999999999996,1.0,0.005
吝备,2016-12-19,358,103143.0,96.8,1.8,3.9,4.9,8.0,0.0,70.3,36.0,26.0,0.004,0.046,0.6,0.003
吝备,2016-12-20,422,103143.0,96.8,1.2,3.3,3.9,8.6,0.0,73.1,50.0,35.0,0.003,0.055999999999999994,1.0,0.004
吝备,2016-12-21,183,103143.0,96.8,2.1,4.7,6.8,8.2,31.0,78.5,40.0,28.0,0.004,0.045,0.7,0.004
吝备,2016-12-22,68,103143.0,96.8,2.9,6.5,9.4,7.2,22.5,92.3,26.0,20.0,0.01,0.03,0.5,0.003
吝备,2016-12-23,255,103143.0,96.8,3.0,6.6,9.8,-0.6,0.0,70.4,50.0,36.0,0.018000000000000002,0.018000000000000002,0.4,0.003
吝备,2016-12-24,146,103143.0,96.8,1.8,5.0,5.4,-0.9,0.0,66.3,66.0,52.0,0.011000000000000001,0.028999999999999998,0.6,0.003
吝备,2016-12-25,135,103143.0,96.8,1.5,3.0,4.0,1.7,0.0,73.9,53.0,43.0,0.005,0.04,0.8,0.003
吝备,2016-12-26,263,103143.0,96.8,1.4,4.3,5.7,3.8,0.0,76.5,45.0,33.0,0.003,0.049,0.9,0.004
吝备,2016-12-27,243,103143.0,96.8,2.4,7.0,8.2,-0.0,0.0,58.6,39.0,27.0,0.021,0.018000000000000002,0.4,0.004
吝备,2016-12-28,232,103143.0,96.8,1.7,4.9,7.1,-2.4,0.0,48.7,46.0,28.0,0.006999999999999999,0.042,0.5,0.004
吝备,2016-12-29,176,103143.0,96.8,2.1,6.1,8.4,-2.6,0.0,53.5,34.0,16.0,0.016,0.025,0.4,0.003
吝备,2016-12-30,227,103143.0,96.8,1.4,3.8,4.7,-2.6,0.0,51.1,42.0,25.0,0.005,0.05,0.7,0.004
吝备,2016-12-31,129,103143.0,96.8,1.2,2.6,3.3,1.4,0.0,66.6,63.0,48.0,0.002,0.064,1.1,0.006
吝备,2017-01-01,152,102905.0,96.9,1.2,2.7,3.7,3.5,0.0,77.3,81.0,64.0,0.003,0.057,1.0,0.005
吝备,2017-01-02,297,102905.0,96.9,1.6,5.5,8.0,6.2,0.0,78.1,108.0,82.0,0.017,0.045,0.9,0.006
吝备,2017-01-03,319,102905.0,96.9,1.6,5.7,7.1,3.6,0.0,66.5,73.0,50.0,0.013000000000000001,0.049,0.7,0.005
吝备,2017-01-04,340,102905.0,96.9,1.4,5.5,6.9,5.2,0.0,61.5,51.0,34.0,0.009000000000000001,0.057,0.9,0.005
吝备,2017-01-05,353,102905.0,96.9,2.3,5.9,8.8,5.0,0.0,58.4,35.0,23.0,0.008,0.045,0.6,0.004
吝备,2017-01-06,411,102905.0,96.9,1.6,4.3,5.4,6.8,0.0,60.3,18.0,14.0,0.012,0.04,0.5,0.003
吝备,2017-01-07,255,102905.0,96.9,1.4,3.2,4.0,5.5,0.0,68.5,52.0,41.0,0.004,0.055999999999999994,0.8,0.004
吝备,2017-01-08,202,102905.0,96.9,2.0,5.8,7.2,7.5,0.0,65.1,30.0,23.0,0.013999999999999999,0.036000000000000004,0.5,0.003
吝备,2017-01-09,332,102905.0,96.9,2.6,7.0,9.6,3.6,0.0,61.4,55.0,46.0,0.027999999999999997,0.021,0.6,0.005
吝备,2017-01-10,274,102905.0,96.9,2.5,7.0,10.5,-1.4,0.0,47.7,30.0,16.0,0.023,0.02,0.3,0.003
吝备,2017-01-11,243,102905.0,96.9,2.1,6.7,8.9,-2.5,0.0,38.7,24.0,14.0,0.015,0.032,0.3,0.004
吝备,2017-01-12,233,102905.0,96.9,2.2,7.0,10.9,-0.6,0.0,48.1,28.0,17.0,0.018000000000000002,0.027999999999999997,0.4,0.004
吝备,2017-01-13,210,102905.0,96.9,2.3,6.5,11.0,-4.3,0.0,47.0,28.0,13.0,0.024,0.018000000000000002,0.3,0.003
吝备,2017-01-14,88,102905.0,96.9,2.6,6.4,9.4,-6.7,0.0,36.4,44.0,12.0,0.025,0.011000000000000001,0.3,0.003
吝备,2017-01-15,86,102905.0,96.9,1.6,3.8,5.2,-4.9,0.0,36.8,26.0,14.0,0.018000000000000002,0.022000000000000002,0.3,0.003
吝备,2017-01-16,249,102905.0,96.9,1.1,3.2,4.1,-2.5,0.0,41.7,44.0,26.0,0.005,0.048,0.6,0.004
吝备,2017-01-17,259,102905.0,96.9,1.3,4.0,4.9,-1.1,0.0,47.0,72.0,51.0,0.002,0.069,1.1,0.006
吝备,2017-01-18,286,102905.0,96.9,1.0,2.8,3.6,0.7,0.0,65.2,94.0,77.0,0.005,0.055999999999999994,0.9,0.006999999999999999
吝备,2017-01-19,269,102905.0,96.9,1.5,5.2,7.1,0.3,0.0,60.1,96.0,73.0,0.006,0.057999999999999996,0.9,0.006
吝备,2017-01-20,114,102905.0,96.9,2.0,6.1,8.9,-2.5,3.0,66.7,54.0,41.0,0.019,0.032,0.5,0.005
吝备,2017-01-21,67,102905.0,96.9,1.4,4.8,7.7,-4.3,0.5,76.3,49.0,38.0,0.006999999999999999,0.049,0.6,0.004
吝备,2017-01-22,47,102905.0,96.9,2.8,7.3,11.3,-6.1,0.0,51.1,72.0,28.0,0.027999999999999997,0.013999999999999999,0.4,0.005
吝备,2017-01-23,154,102905.0,96.9,1.9,6.1,7.5,-7.1,0.0,48.2,46.0,38.0,0.021,0.025,0.4,0.004
吝备,2017-01-24,188,102905.0,96.9,1.6,4.7,6.2,-5.6,0.0,51.0,35.0,27.0,0.016,0.036000000000000004,0.4,0.004
吝备,2017-01-25,235,102905.0,96.9,1.5,4.3,5.4,-4.1,0.0,53.1,47.0,37.0,0.008,0.055,0.7,0.004
吝备,2017-01-26,215,102905.0,96.9,1.4,4.5,7.2,-1.2,0.0,62.9,66.0,52.0,0.006,0.067,1.0,0.006
吝备,2017-01-27,65,102905.0,96.9,2.8,8.0,10.8,-0.6,4.0,52.3,102.0,18.0,0.027000000000000003,0.017,0.3,0.003
吝备,2017-01-28,69,102905.0,96.9,1.5,3.5,4.3,-0.8,0.0,43.1,31.0,13.0,0.011000000000000001,0.038,0.5,0.003
吝备,2017-01-29,32,102905.0,96.9,1.3,3.8,5.0,1.6,5.0,71.3,26.0,16.0,0.006,0.042,0.6,0.003
吝备,2017-01-30,76,102905.0,96.9,1.2,5.8,6.6,-2.8,0.0,64.4,46.0,33.0,0.028999999999999998,0.015,0.4,0.004
吝备,2017-01-31,202,102905.0,96.9,1.7,4.8,5.9,-4.1,0.0,49.0,26.0,17.0,0.012,0.037000000000000005,0.5,0.003
吝备,2017-02-01,229,102658.0,96.9,2.1,6.6,8.5,-2.2,0.0,45.6,34.0,21.0,0.019,0.032,0.5,0.004
吝备,2017-02-02,236,102658.0,96.9,1.9,6.7,8.4,-1.5,0.0,50.9,30.0,17.0,0.017,0.035,0.5,0.004
吝备,2017-02-03,330,102658.0,96.9,1.6,5.7,7.3,2.6,0.0,67.1,64.0,44.0,0.019,0.051,0.7,0.006
吝备,2017-02-04,162,102658.0,96.9,1.5,3.1,3.8,1.9,0.0,71.0,90.0,69.0,0.004,0.07,1.1,0.005
吝备,2017-02-05,69,102658.0,96.9,2.0,5.7,8.0,2.9,0.0,72.5,69.0,56.0,0.013999999999999999,0.044000000000000004,0.8,0.005
吝备,2017-02-06,259,102658.0,96.9,2.4,6.2,8.8,0.1,0.0,51.0,38.0,27.0,0.03,0.021,0.4,0.004
吝备,2017-02-07,81,102658.0,96.9,1.4,4.1,5.1,-0.3,0.0,48.8,37.0,24.0,0.008,0.044000000000000004,0.5,0.004
吝备,2017-02-08,211,102658.0,96.9,1.8,5.1,6.9,-0.4,0.0,52.4,51.0,31.0,0.009000000000000001,0.044000000000000004,0.7,0.005
吝备,2017-02-09,227,102658.0,96.9,2.9,6.7,9.7,-3.4,0.0,48.6,48.0,19.0,0.027000000000000003,0.016,0.3,0.003
吝备,2017-02-10,197,102658.0,96.9,3.0,7.7,11.2,-5.2,0.0,45.3,32.0,18.0,0.027000000000000003,0.015,0.3,0.003
吝备,2017-02-11,115,102658.0,96.9,2.4,6.5,8.4,-3.4,0.0,46.2,28.0,16.0,0.025,0.018000000000000002,0.3,0.003
吝备,2017-02-12,115,102658.0,96.9,2.0,6.2,8.4,-0.9,0.0,52.1,29.0,19.0,0.021,0.03,0.4,0.004
吝备,2017-02-13,310,102658.0,96.9,1.4,4.7,6.7,1.1,0.0,63.3,42.0,29.0,0.006,0.057,0.7,0.006
吝备,2017-02-14,296,102658.0,96.9,1.5,5.6,7.8,1.9,0.0,48.4,47.0,32.0,0.022000000000000002,0.036000000000000004,0.4,0.005
吝备,2017-02-15,371,102658.0,96.9,1.3,4.0,5.1,2.7,0.0,52.6,59.0,43.0,0.006999999999999999,0.069,0.9,0.006999999999999999
吝备,2017-02-16,330,102658.0,96.9,1.1,5.0,7.5,6.1,0.0,61.8,73.0,54.0,0.008,0.071,1.2,0.006999999999999999
吝备,2017-02-17,266,102658.0,96.9,3.0,7.8,9.2,3.5,3.0,61.6,42.0,16.0,0.03,0.019,0.3,0.003
吝备,2017-02-18,186,102658.0,96.9,2.5,7.0,9.9,-0.9,0.0,45.9,29.0,16.0,0.028999999999999998,0.021,0.3,0.004
吝备,2017-02-19,70,102658.0,96.9,1.5,5.1,6.7,2.8,2.5,67.4,43.0,28.0,0.013000000000000001,0.046,0.6,0.004
吝备,2017-02-20,235,102658.0,96.9,2.8,7.5,10.5,0.9,1.0,59.6,40.0,20.0,0.033,0.016,0.3,0.003
吝备,2017-02-21,305,102658.0,96.9,1.7,5.0,7.1,0.2,0.0,40.0,47.0,30.0,0.01,0.052000000000000005,0.6,0.004
吝备,2017-02-22,115,102658.0,96.9,1.9,5.4,7.5,2.6,4.0,72.3,36.0,28.0,0.008,0.049,0.6,0.004
吝备,2017-02-23,274,102658.0,96.9,2.5,7.1,9.5,0.4,0.0,57.5,33.0,21.0,0.034,0.017,0.4,0.004
吝备,2017-02-24,281,102658.0,96.9,2.0,7.1,9.5,0.3,0.0,50.6,28.0,17.0,0.023,0.033,0.4,0.004
吝备,2017-02-25,222,102658.0,96.9,2.2,7.1,9.5,3.4,0.0,63.2,46.0,31.0,0.018000000000000002,0.044000000000000004,0.6,0.005
吝备,2017-02-26,182,102658.0,96.9,1.5,5.3,6.7,4.8,0.0,55.2,46.0,33.0,0.023,0.034,0.5,0.005
吝备,2017-02-27,377,102658.0,96.9,1.8,6.7,9.7,5.1,0.0,42.8,33.0,21.0,0.013999999999999999,0.047,0.5,0.004
吝备,2017-02-28,407,102658.0,96.9,1.5,5.2,7.1,6.2,0.0,47.1,40.0,26.0,0.013999999999999999,0.057,0.7,0.006
吝备,2017-03-01,180,102341.0,97.0,1.5,7.7,9.9,6.2,3.5,62.4,57.0,43.0,0.019,0.054000000000000006,0.6,0.005
吝备,2017-03-02,347,102341.0,97.0,2.5,6.9,9.9,3.4,0.5,64.2,32.0,22.0,0.031,0.023,0.4,0.003
吝备,2017-03-03,403,102341.0,97.0,2.0,6.5,8.2,4.2,0.0,53.2,39.0,21.0,0.018000000000000002,0.045,0.5,0.004
吝备,2017-03-04,293,102341.0,97.0,1.6,4.4,5.8,6.3,0.0,62.1,52.0,34.0,0.013999999999999999,0.055999999999999994,0.7,0.005
吝备,2017-03-05,234,102341.0,97.0,1.8,5.1,7.5,6.0,0.0,68.9,60.0,44.0,0.028999999999999998,0.039,0.5,0.004
吝备,2017-03-06,310,102341.0,97.0,2.8,7.5,10.4,1.9,0.0,43.8,34.0,24.0,0.033,0.018000000000000002,0.3,0.003
吝备,2017-03-07,303,102341.0,97.0,2.9,7.4,10.0,-0.1,0.0,39.3,31.0,19.0,0.035,0.016,0.3,0.003
吝备,2017-03-08,309,102341.0,97.0,2.8,8.4,12.4,1.1,0.0,50.0,40.0,18.0,0.03,0.026000000000000002,0.4,0.003
吝备,2017-03-09,356,102341.0,97.0,2.7,8.7,12.4,4.4,0.0,49.3,43.0,19.0,0.027000000000000003,0.033,0.5,0.004
吝备,2017-03-10,383,102341.0,97.0,1.8,5.8,8.0,6.1,0.0,37.5,42.0,24.0,0.023,0.042,0.5,0.004
吝备,2017-03-11,332,102341.0,97.0,1.6,6.3,7.6,7.9,0.0,38.8,59.0,37.0,0.018000000000000002,0.062,0.7,0.006
吝备,2017-03-12,233,102341.0,97.0,1.9,6.0,8.5,9.2,0.0,56.9,84.0,61.0,0.026000000000000002,0.06,0.8,0.006
吝备,2017-03-13,458,102341.0,97.0,1.9,4.5,6.4,8.1,0.0,50.2,58.0,39.0,0.036000000000000004,0.027000000000000003,0.5,0.004
吝备,2017-03-14,455,102341.0,97.0,2.1,7.4,9.5,7.7,0.0,39.0,46.0,26.0,0.035,0.024,0.4,0.004
吝备,2017-03-15,466,102341.0,97.0,1.9,6.6,8.2,7.4,0.0,35.5,37.0,21.0,0.023,0.039,0.5,0.003
