날짜,평균풍속,평균풍향,최대풍속,최대풍향,순간최고풍속,순간최고풍향,기온평균,기온최저,기온최고,강수일강수,습도평균,습도최저,습도최고
2016-01-01,0.8,233,2.7,254,3.0,258,1.5,-2.6,4.0,0.0,NaN,NaN,NaN
2016-01-02,1.1,226,2.9,251,3.3,235,5.6,2.4,9.2,0.0,NaN,NaN,NaN
2016-01-03,1.3,255,5.0,290,5.7,306,6.4,4.2,8.8,0.0,NaN,NaN,NaN
2016-01-04,3.2,286,6.1,305,7.5,296,1.2,-3.3,4.3,0.0,NaN,NaN,NaN
2016-01-05,2.4,321,5.5,302,6.3,348,-3.6,-5.1,0.3,0.0,NaN,NaN,NaN
2016-01-06,2.0,294,6.0,304,6.8,300,-1.7,-4.0,0.9,0.0,NaN,NaN,NaN
2016-01-07,2.8,284,5.9,321,6.9,300,-3.8,-6.0,0.2,0.0,NaN,NaN,NaN
2016-01-08,3.2,298,7.2,303,8.2,311,-2.3,-5.3,-0.2,0.0,NaN,NaN,NaN
2016-01-09,2.3,281,5.3,272,6.9,251,-2.7,-5.1,1.1,0.0,NaN,NaN,NaN
2016-01-10,2.9,294,6.9,5,8.0,337,-0.1,-3.0,3.4,0.0,NaN,NaN,NaN
2016-01-11,2.6,293,6.7,332,7.5,350,-3.9,-6.8,-0.1,0.0,NaN,NaN,NaN
2016-01-12,1.9,274,5.9,298,6.9,283,-5.4,-8.6,-0.5,0.0,NaN,NaN,NaN
2016-01-13,2.2,288,8.1,320,9.0,311,-4.9,-8.0,-0.3,0.5,NaN,NaN,NaN
2016-01-14,1.5,279,6.8,348,7.6,3,-4.3,-7.9,0.4,0.0,NaN,NaN,NaN
2016-01-15,2.1,56,4.4,55,4.9,56,-0.8,-3.8,3.6,0.0,NaN,NaN,NaN
2016-01-16,3.9,81,6.1,77,6.5,69,-0.9,-2.5,1.7,0.0,NaN,NaN,NaN
2016-01-17,3.5,75,7.0,75,7.4,75,1.1,-1.3,4.5,0.0,NaN,NaN,NaN
2016-01-18,4.9,279,11.4,287,13.8,290,-6.4,-13.3,2.0,0.0,NaN,NaN,NaN
2016-01-19,5.7,281,11.4,288,14.6,290,-13.6,-16.0,-9.5,0.0,NaN,NaN,NaN
2016-01-20,2.0,294,5.7,340,7.0,346,-11.1,-14.5,-6.3,0.0,NaN,NaN,NaN
2016-01-21,1.7,290,5.4,302,6.0,305,-7.3,-10.0,-3.7,0.0,NaN,NaN,NaN
2016-01-22,2.5,290,8.6,302,10.5,294,-8.1,-10.7,-4.7,0.0,NaN,NaN,NaN
2016-01-23,4.5,299,9.8,288,12.8,304,-11.9,-16.8,-9.0,0.0,NaN,NaN,NaN
2016-01-24,3.5,292,7.8,295,9.2,313,-15.4,-18.9,-11.1,0.0,NaN,NaN,NaN
2016-01-25,2.1,281,5.4,294,6.1,283,-10.1,-14.3,-4.5,0.0,NaN,NaN,NaN
2016-01-26,2.0,146,4.9,260,6.8,259,-4.8,-8.2,0.6,0.0,NaN,NaN,NaN
2016-01-27,2.1,279,5.6,305,6.1,309,-1.0,-3.7,3.5,0.0,NaN,NaN,NaN
2016-01-28,2.4,67,5.7,57,6.3,53,-0.8,-4.9,2.2,0.0,NaN,NaN,NaN
2016-01-29,3.5,60,6.1,65,6.9,83,1.6,-1.3,4.3,0.0,NaN,NaN,NaN
2016-01-30,2.7,315,5.5,290,6.6,272,0.7,-2.7,4.3,0.0,NaN,NaN,NaN
2016-01-31,3.1,277,6.3,295,7.3,303,-4.4,-7.4,-0.1,0.0,NaN,NaN,NaN
2016-02-01,2.2,274,5.8,219,6.1,217,-4.2,-6.9,-1.2,0.0,33.4,20.8,46.0
2016-02-02,2.1,241,5.0,227,5.9,225,-1.3,-8.0,1.1,0.0,37.3,29.0,52.4
2016-02-03,1.6,314,5.8,225,7.0,211,-1.7,-7.1,3.9,0.0,52.4,36.7,66.1
2016-02-04,2.0,282,6.3,224,8.8,228,0.8,-2.8,5.1,0.0,54.1,23.4,74.8
2016-02-05,1.9,274,6.4,222,8.6,217,-0.7,-5.2,3.8,0.0,40.6,22.9,61.6
2016-02-06,2.0,289,6.5,229,8.4,228,-0.9,-3.6,2.0,0.0,39.9,29.9,54.7
2016-02-07,1.7,271,5.5,226,6.9,225,-1.5,-6.9,3.1,0.0,46.5,25.3,65.5
2016-02-08,2.3,285,8.8,235,11.5,231,2.0,-3.4,6.7,0.0,62.2,48.0,70.1
2016-02-09,2.7,243,7.2,285,9.8,267,2.2,-1.3,6.1,0.0,51.9,31.9,66.3
2016-02-10,1.4,3,3.2,21,4.2,3,3.3,-3.0,10.8,0.0,45.1,21.0,66.2
2016-02-11,1.9,23,3.9,102,5.8,93,8.0,1.0,14.2,0.0,36.8,24.3,70.3
2016-02-12,1.6,0,3.8,114,5.5,23,9.1,7.5,10.6,17.0,93.2,64.4,99.9
2016-02-13,1.8,355,8.8,236,11.4,242,12.1,7.2,15.0,20.5,95.8,85.3,99.9
2016-02-14,4.2,242,8.5,230,11.9,217,-0.4,-5.2,7.3,0.5,76.8,57.0,98.3
2016-02-15,2.8,257,9.1,225,12.3,208,-4.7,-8.4,-1.2,0.0,50.3,33.9,78.6
2016-02-16,2.1,248,7.9,226,10.8,225,-1.2,-4.9,2.4,1.0,68.0,52.7,92.6
2016-02-17,1.9,268,7.5,228,9.6,225,1.0,-4.6,5.5,0.0,57.4,35.5,78.3
2016-02-18,1.9,181,7.5,235,10.3,219,4.8,0.0,9.0,0.0,68.0,53.1,78.5
2016-02-19,1.4,261,5.9,228,8.0,211,4.5,2.1,6.3,0.0,58.9,37.0,87.1
2016-02-20,2.2,328,6.8,267,9.9,270,3.3,-0.4,8.0,0.0,40.6,23.3,56.3
2016-02-21,2.4,260,8.1,232,9.9,290,0.9,-1.5,4.5,0.0,37.6,24.7,53.6
2016-02-22,1.5,358,4.6,232,5.5,239,2.4,-0.7,5.4,0.0,37.5,25.4,73.3
2016-02-23,2.3,275,8.2,223,12.9,205,2.2,-2.3,6.1,0.0,58.8,28.8,87.7
2016-02-24,2.2,271,6.4,233,8.4,239,-1.4,-4.2,2.3,0.0,43.9,27.3,53.7
2016-02-25,2.8,260,9.0,228,13.0,228,0.9,-4.5,6.0,0.0,49.0,35.0,72.0
2016-02-26,1.8,246,7.4,241,9.9,239,3.4,-0.9,7.5,0.0,40.8,20.2,71.5
2016-02-27,1.9,248,5.8,227,7.5,222,4.7,2.1,8.2,0.0,62.4,32.2,89.9
2016-02-28,2.1,345,7.1,30,8.8,357,2.1,-0.2,7.4,2.0,68.2,39.3,98.9
2016-02-29,2.8,266,7.1,222,11.0,208,-2.0,-3.5,0.1,0.0,49.9,37.8,66.0
2016-03-01,2.2,246,6.4,228,8.6,217,-1.4,-5.0,2.5,0.0,45.8,29.1,69.8
2016-03-02,1.9,168,7.3,231,10.9,231,4.0,-0.4,12.3,0.0,68.5,42.9,80.7
2016-03-03,1.6,107,5.5,118,6.7,124,8.6,5.7,13.2,0.0,67.8,50.9,82.0
2016-03-04,1.8,56,4.2,119,6.2,59,13.0,6.6,19.5,0.0,60.7,42.2,80.2
2016-03-05,1.6,120,6.4,273,9.5,307,12.8,10.9,14.8,33.0,90.6,74.3,99.7
2016-03-06,2.3,305,6.7,10,8.5,23,9.7,6.7,13.8,0.0,58.0,23.7,99.6
2016-03-07,1.5,334,4.8,2,5.6,0,9.3,5.9,13.2,0.0,42.5,34.2,54.1
2016-03-08,2.6,275,6.3,225,8.5,222,5.0,0.5,8.9,0.0,36.8,23.6,56.0
2016-03-09,2.8,330,6.3,219,10.6,245,1.9,-1.0,7.2,0.0,40.2,19.1,53.1
2016-03-10,2.2,291,6.7,272,8.8,250,0.7,-1.7,5.1,0.0,37.5,22.0,52.5
2016-03-11,2.4,278,7.6,213,9.3,231,0.9,-2.3,5.3,0.0,43.5,26.5,55.2
2016-03-12,2.1,243,6.8,230,8.3,225,3.2,-1.6,7.0,0.0,58.3,44.9,69.9
2016-03-13,1.1,337,3.8,243,5.0,245,5.0,3.4,7.2,0.0,68.8,59.5,87.4
2016-03-14,1.5,312,4.8,227,6.3,23,6.1,3.3,9.9,0.0,60.2,38.5,87.2
2016-03-15,2.1,250,5.8,223,7.5,217,6.6,1.1,12.8,0.0,43.5,20.9,66.0
2016-03-16,2.0,255,7.0,229,8.8,228,8.8,4.4,13.8,0.0,48.5,23.0,78.6
2016-03-17,1.3,337,3.9,119,5.0,115,9.8,3.5,15.2,0.0,43.5,19.3,59.6
2016-03-18,1.5,346,4.7,232,6.7,203,13.6,9.3,19.8,0.0,53.6,38.3,67.3
2016-03-19,2.5,298,6.5,226,8.8,208,12.9,9.1,17.9,0.0,59.0,39.7,78.0
2016-03-20,1.8,177,5.1,231,6.3,217,11.4,6.8,16.6,0.0,55.4,35.9,77.4
2016-03-21,2.0,271,6.8,225,9.1,231,11.2,7.3,16.4,0.0,56.0,35.3,73.4
2016-03-22,2.4,230,7.0,228,9.1,217,9.4,5.4,14.1,0.0,56.1,21.9,82.3
2016-03-23,2.3,310,7.6,230,10.7,236,9.3,6.1,13.5,0.0,53.3,28.4,82.8
2016-03-24,2.2,343,6.3,224,8.7,217,8.2,4.4,12.7,0.0,39.3,24.9,57.3
2016-03-25,2.0,212,5.5,121,7.6,124,8.0,4.1,12.4,0.0,48.3,31.5,69.7
2016-03-26,2.0,258,6.6,224,8.8,225,7.6,2.6,13.0,0.0,52.8,28.4,76.2
2016-03-27,2.4,247,8.1,227,10.6,217,8.1,3.2,13.6,0.0,51.3,24.1,76.5
2016-03-28,1.7,258,5.6,235,7.6,236,10.3,3.5,17.2,0.0,48.3,22.9,78.2
2016-03-29,2.4,186,8.5,234,12.5,242,12.7,9.7,18.1,0.0,57.7,37.8,78.4
2016-03-30,2.1,239,7.3,227,9.3,222,12.7,8.7,18.5,0.0,53.0,22.1,83.5
2016-03-31,1.8,307,5.7,231,7.4,236,14.3,7.5,21.7,0.0,32.2,18.5,49.1
2016-04-01,1.8,295,6.0,229,7.8,231,16.4,9.1,23.8,0.0,31.8,18.2,47.7
2016-04-02,2.1,264,7.5,231,11.2,231,16.1,11.0,22.4,0.0,41.9,25.7,70.7
2016-04-03,1.9,6,6.6,9,8.8,23,12.2,9.9,14.1,2.0,76.2,65.8,88.8
2016-04-04,2.0,325,5.8,221,8.4,222,13.1,7.2,20.1,0.0,48.5,17.2,86.5
2016-04-05,2.3,225,7.3,225,9.9,242,13.0,8.2,18.5,0.0,43.5,20.4,65.8
2016-04-06,1.5,3,6.7,232,9.5,236,15.3,8.7,23.4,2.5,43.7,18.3,86.7
2016-04-07,2.5,310,7.3,222,9.9,194,15.3,11.0,21.6,8.0,71.5,37.7,96.3
2016-04-08,2.4,223,8.0,229,11.2,214,12.7,9.6,19.8,0.0,75.1,42.7,91.2
2016-04-09,1.5,230,4.5,231,5.8,242,12.1,8.9,15.5,0.0,83.3,76.0,88.5
2016-04-10,2.1,264,7.6,228,9.8,222,15.1,11.1,21.3,0.0,73.3,48.6,88.3
2016-04-11,2.1,36,6.0,44,7.9,17,13.2,7.6,19.3,0.0,46.3,22.0,66.1
2016-04-12,1.9,166,5.4,223,8.3,205,14.9,10.7,20.0,0.0,48.4,30.5,61.8
2016-04-13,1.5,28,5.1,225,6.5,228,16.2,11.8,21.7,0.0,66.7,47.4,91.8
2016-04-14,2.3,234,7.2,234,9.1,228,14.4,10.8,19.5,0.0,74.0,48.5,92.8
2016-04-15,2.2,273,6.9,233,9.0,219,16.2,10.3,23.9,0.0,49.3,26.8,85.1
2016-04-16,2.4,60,8.2,72,10.9,76,16.0,10.8,21.7,23.5,59.7,33.1,96.4
2016-04-17,4.3,238,13.0,232,17.5,211,12.6,10.0,15.4,17.0,69.3,35.0,99.4
2016-04-18,2.5,229,9.6,235,12.4,245,12.6,8.4,20.0,2.0,64.2,24.0,90.2
2016-04-19,2.1,231,7.2,232,9.1,214,13.3,8.2,20.1,0.0,57.1,29.3,83.4
2016-04-20,1.6,70,5.7,237,9.2,256,15.5,11.2,20.8,0.0,56.4,30.2,71.6
2016-04-21,2.0,13,4.8,61,5.9,73,14.4,11.3,18.6,19.0,87.7,62.2,97.2
2016-04-22,2.4,223,7.3,222,10.8,225,15.3,11.8,21.5,0.0,81.3,62.3,91.0
2016-04-23,2.0,273,6.6,225,8.8,217,14.7,10.1,20.6,0.0,54.3,15.0,89.1
2016-04-24,1.7,353,5.5,227,7.8,205,16.4,9.3,24.1,0.0,40.0,16.7,66.9
2016-04-25,1.9,304,6.4,227,8.1,233,18.3,11.4,25.8,0.0,40.6,18.1,65.5
2016-04-26,1.9,10,5.4,68,7.6,115,21.4,13.7,29.8,0.0,40.5,23.1,59.8
2016-04-27,3.2,55,7.2,79,10.0,68,18.3,16.1,20.7,0.0,34.9,28.6,40.4
2016-04-28,1.9,17,5.6,229,7.6,228,18.1,13.6,23.5,0.0,37.6,25.8,48.1
2016-04-29,2.1,167,7.3,230,8.7,236,17.6,13.8,22.8,0.0,45.6,35.1,67.8
2016-04-30,2.1,209,7.5,235,10.3,239,17.4,13.0,22.3,0.0,50.9,37.4,69.3
2016-05-01,1.8,255,6.8,230,9.4,239,19.7,13.7,27.1,0.0,43.8,18.5,69.3
2016-05-02,1.7,85,6.3,109,9.9,132,21.9,18.1,28.9,17.5,64.2,38.1,98.3
2016-05-03,3.8,195,11.1,230,15.6,203,14.6,9.8,19.0,28.0,89.4,74.1,96.6
2016-05-04,5.3,237,13.3,228,17.4,239,16.6,11.6,21.0,0.0,48.8,32.0,74.8
2016-05-05,1.5,40,5.4,116,7.0,104,19.2,11.6,26.9,5.5,49.9,22.6,92.4
2016-05-06,1.3,254,5.1,237,6.5,236,16.9,13.9,19.6,8.0,93.4,79.0,99.4
2016-05-07,2.0,250,6.9,221,9.6,225,17.5,11.8,23.6,0.0,63.0,34.0,92.6
2016-05-08,2.0,17,6.4,232,8.6,225,20.1,13.0,27.3,0.0,50.1,26.5,83.2
2016-05-09,1.8,340,4.8,225,6.6,222,21.1,17.3,26.0,0.0,44.1,17.8,57.6
2016-05-10,2.5,20,5.8,64,7.3,48,15.8,14.2,19.6,12.5,78.9,56.0,92.9
2016-05-11,2.1,292,6.3,226,8.8,236,17.7,12.6,24.1,0.0,61.3,41.3,83.1
2016-05-12,2.3,250,7.5,227,9.7,250,19.2,13.7,25.4,0.0,60.2,36.8,80.1
2016-05-13,2.0,258,6.2,225,8.3,250,19.1,13.6,26.2,0.0,60.1,31.7,95.2
2016-05-14,2.0,40,6.8,228,8.7,228,21.2,16.7,27.4,0.0,50.2,24.8,73.5
2016-05-15,2.4,224,8.0,229,10.7,222,18.9,13.6,25.3,33.5,71.6,41.2,98.1
2016-05-16,2.9,242,8.9,223,13.2,217,17.0,11.7,22.7,3.0,57.0,23.3,94.1
2016-05-17,1.7,267,5.5,224,7.7,225,19.9,12.0,27.3,0.0,51.6,28.4,79.8
2016-05-18,1.5,342,4.4,249,6.2,250,23.0,15.0,30.7,0.0,44.5,20.2,73.2
2016-05-19,1.5,359,4.7,3,6.8,270,24.9,17.3,32.8,0.0,41.1,16.9,71.0
2016-05-20,1.7,6,5.4,228,7.1,217,25.2,18.4,32.1,0.0,35.3,12.5,53.0
2016-05-21,2.0,38,5.1,112,6.9,113,24.9,18.6,31.1,0.0,27.7,14.8,46.8
2016-05-22,1.8,25,5.5,112,6.7,127,25.2,18.8,32.0,0.0,40.1,18.5,57.0
2016-05-23,1.9,334,6.5,229,8.3,219,24.2,19.7,30.2,0.0,46.1,29.4,59.9
2016-05-24,1.8,218,5.8,224,7.9,217,18.2,16.5,23.6,32.0,81.2,47.7,99.0
2016-05-25,1.9,196,5.9,234,8.1,239,20.6,16.5,25.8,0.0,68.8,47.4,83.1
2016-05-26,1.5,238,5.1,220,6.7,214,20.8,19.3,24.0,0.0,70.2,56.3,79.0
2016-05-27,1.8,304,5.5,221,7.2,219,21.5,15.6,27.7,0.0,65.3,34.1,93.1
2016-05-28,2.0,230,6.8,223,8.4,231,23.2,18.9,29.0,0.0,56.0,39.3,76.6
2016-05-29,1.8,287,6.9,228,9.0,228,22.8,18.7,28.6,0.0,57.2,35.7,75.5
2016-05-30,1.9,270,6.9,223,8.6,208,23.4,18.1,29.4,0.0,56.9,30.1,79.3
2016-05-31,2.3,236,6.9,227,8.5,217,22.7,18.8,28.6,0.0,64.3,41.0,81.8
2016-06-01,2.4,35,5.4,54,8.0,186,24.1,18.1,29.7,0.0,48.6,27.4,85.2
2016-06-02,2.2,306,7.2,230,8.7,222,24.3,18.7,29.5,0.0,40.7,30.7,56.7
2016-06-03,1.9,253,5.8,224,8.1,219,23.6,19.2,28.3,0.0,47.2,33.1,69.9
2016-06-04,1.6,342,6.2,229,8.8,211,22.4,19.3,27.0,0.0,53.3,35.6,67.8
2016-06-05,1.7,41,4.4,225,6.6,141,25.1,18.7,32.1,0.0,51.8,26.4,78.0
2016-06-06,2.1,121,6.5,119,7.7,127,24.3,21.8,28.3,0.0,51.3,37.4,71.6
2016-06-07,1.8,307,5.7,232,7.2,217,22.7,20.3,26.8,0.0,69.2,53.6,84.1
2016-06-08,2.0,236,6.3,221,7.9,217,22.7,19.0,27.9,0.0,66.8,47.1,85.5
2016-06-09,1.8,275,5.4,227,7.4,217,24.7,19.1,31.1,0.0,62.0,39.0,84.3
2016-06-10,2.0,274,6.0,225,9.0,217,25.5,21.2,32.0,0.0,61.6,41.3,78.1
2016-06-11,1.3,242,4.8,222,6.1,222,24.2,22.1,27.0,5.5,74.9,59.7,95.9
2016-06-12,1.6,234,4.6,236,6.2,222,24.5,21.2,27.9,0.0,80.7,62.8,97.6
2016-06-13,1.8,243,4.7,222,6.1,231,24.5,20.5,30.2,0.0,71.5,49.6,87.3
2016-06-14,1.8,211,5.5,234,7.8,200,24.6,21.0,29.7,0.0,64.6,48.8,81.9
2016-06-15,1.7,129,6.8,242,9.9,225,21.4,17.3,25.2,26.0,82.6,61.0,97.2
2016-06-16,2.2,242,6.9,223,9.1,211,21.7,19.7,25.2,0.0,74.9,58.9,89.8
2016-06-17,1.6,200,5.9,225,7.4,225,24.3,19.4,29.9,0.0,66.5,46.9,86.6
2016-06-18,1.7,259,6.5,225,8.6,233,25.5,21.2,31.0,0.0,60.0,43.5,80.5
2016-06-19,2.0,297,7.3,223,9.5,236,24.8,21.4,29.2,0.0,65.5,50.2,77.6
2016-06-20,1.7,8,4.7,7,5.6,11,25.4,20.7,30.3,0.0,66.3,47.2,86.9
2016-06-21,1.5,0,5.3,232,6.7,267,26.8,21.9,32.8,0.0,64.1,39.9,80.5
2016-06-22,1.9,24,6.0,7,9.3,8,25.3,22.4,31.2,9.5,76.5,52.3,93.9
2016-06-23,1.8,321,5.9,281,7.9,228,25.3,20.3,30.4,0.0,72.5,54.5,88.5
2016-06-24,2.0,304,6.1,222,8.4,217,24.0,21.9,26.6,3.0,77.9,58.8,95.3
2016-06-25,2.5,247,7.3,284,10.9,222,23.6,19.9,27.0,0.0,65.6,47.7,86.2
2016-06-26,2.3,250,6.9,233,9.0,228,25.4,20.2,31.6,0.0,60.1,33.0,83.4
2016-06-27,1.6,346,4.2,3,5.7,214,25.3,21.2,29.3,0.0,59.7,39.6,76.5
2016-06-28,1.7,252,5.0,224,6.5,217,25.7,20.9,30.9,0.0,60.5,37.1,86.3
2016-06-29,2.0,193,6.0,121,7.4,121,26.2,22.4,31.0,0.0,59.5,43.9,78.1
2016-06-30,1.7,233,6.0,233,8.3,231,25.4,22.8,28.6,0.5,79.9,64.7,93.6
2016-07-01,1.6,131,8.1,248,12.4,250,24.8,22.1,28.2,110.0,88.6,69.6,99.1
2016-07-02,1.7,248,5.5,228,7.4,205,24.3,20.8,28.8,5.0,82.2,59.7,99.1
2016-07-03,1.4,174,4.1,121,5.2,107,24.5,21.7,27.5,0.0,72.0,52.4,88.2
2016-07-04,2.4,39,7.0,67,8.9,70,22.2,20.5,25.0,33.5,86.9,68.9,98.0
2016-07-05,1.9,314,6.2,240,9.0,233,23.1,20.2,26.0,104.0,97.4,94.3,99.1
2016-07-06,1.4,262,4.6,233,5.6,242,23.9,20.0,28.5,0.0,77.4,57.9,99.0
2016-07-07,1.3,294,3.4,112,4.3,284,24.8,21.0,29.4,0.0,74.1,54.8,90.9
2016-07-08,1.4,354,4.1,8,5.1,11,27.8,21.9,34.0,0.0,67.9,44.4,90.8
2016-07-09,1.8,304,6.4,221,7.7,222,28.8,24.2,34.1,0.0,67.3,42.3,90.0
2016-07-10,1.5,265,5.1,222,7.0,222,29.0,24.1,34.5,0.0,67.0,45.6,87.8
2016-07-11,1.3,359,4.5,246,7.0,118,29.2,25.0,35.5,6.5,70.2,35.9,93.5
2016-07-12,1.8,229,5.3,218,7.8,225,26.8,23.5,31.4,0.5,73.9,53.4,94.7
2016-07-13,1.9,256,5.3,217,7.1,219,27.1,23.6,30.4,0.0,69.2,57.2,82.9
2016-07-14,2.0,105,6.0,49,8.1,127,27.9,24.1,32.0,1.0,68.8,47.9,94.6
2016-07-15,2.2,76,5.1,70,7.0,115,26.9,24.2,29.5,0.5,61.3,53.7,79.3
2016-07-16,2.9,66,7.2,69,9.6,84,21.4,20.0,24.2,39.5,92.2,79.3,97.9
2016-07-17,1.4,230,4.4,120,7.6,233,22.4,20.9,24.2,2.0,86.1,76.6,97.9
2016-07-18,1.3,225,4.2,285,5.3,211,24.6,20.3,28.6,0.0,77.0,61.6,96.3
2016-07-19,1.8,53,4.7,121,6.1,115,27.2,21.4,32.7,0.0,70.4,44.3,93.9
2016-07-20,2.1,73,4.8,122,6.9,132,28.9,24.6,33.7,0.0,65.5,45.5,79.9
2016-07-21,2.1,90,4.5,120,6.4,141,28.4,25.4,32.8,0.0,66.1,51.4,75.3
2016-07-22,1.9,100,5.4,119,8.1,124,29.8,26.1,34.4,0.0,65.4,50.9,76.0
2016-07-23,1.5,79,4.4,122,6.1,267,29.4,27.2,31.9,0.0,72.2,61.7,93.0
2016-07-24,1.3,260,4.0,245,5.1,242,28.7,27.3,31.0,1.0,80.6,70.9,90.8
2016-07-25,1.3,257,4.4,219,5.7,214,29.1,27.1,32.2,0.0,77.4,63.1,87.1
2016-07-26,1.9,227,7.1,234,8.7,225,29.0,26.0,33.1,0.0,72.3,57.2,86.4
2016-07-27,1.3,226,4.9,231,8.7,236,28.4,27.3,30.2,1.0,77.8,68.9,87.6
2016-07-28,2.1,224,7.2,241,9.5,250,28.8,26.4,31.8,0.0,72.7,46.8,91.9
2016-07-29,1.5,40,4.7,265,6.2,127,26.7,23.2,29.9,40.0,85.9,72.6,98.9
2016-07-30,1.3,259,4.7,226,6.2,228,29.5,26.3,34.5,2.0,76.8,47.5,97.8
2016-07-31,1.9,349,6.6,226,9.0,225,29.7,26.6,34.1,0.0,73.8,49.5,90.6
2016-08-01,1.8,17,5.8,5,7.2,6,28.6,26.0,32.9,0.0,74.3,53.3,87.2
2016-08-02,1.5,16,6.4,235,8.8,211,28.1,25.4,32.5,0.0,74.3,56.6,89.2
2016-08-03,1.6,346,3.8,230,4.8,228,29.6,24.8,34.4,0.0,67.9,49.4,87.2
2016-08-04,1.9,56,4.8,34,6.2,129,31.3,27.2,35.9,0.0,64.1,41.0,84.2
2016-08-05,1.8,37,4.5,66,6.1,343,31.9,27.0,37.3,0.0,60.3,36.9,77.9
2016-08-06,1.7,342,4.3,241,6.1,127,31.4,27.3,35.5,0.0,66.5,51.2,81.5
2016-08-07,1.9,257,5.6,237,7.1,222,31.7,28.3,35.7,0.0,60.2,43.7,83.0
2016-08-08,1.8,356,4.8,6,6.5,315,31.1,27.4,35.7,0.0,66.1,47.0,81.3
2016-08-09,1.9,74,5.7,228,7.9,228,30.1,27.0,34.1,0.0,68.5,55.3,78.5
2016-08-10,1.8,236,5.8,230,8.0,242,30.6,27.4,35.5,0.0,68.6,46.1,84.7
2016-08-11,1.6,346,4.3,234,6.0,239,31.4,27.2,36.7,0.0,64.3,44.0,83.4
2016-08-12,1.8,293,5.3,227,7.1,214,31.3,27.3,36.2,0.0,68.6,49.3,84.5
2016-08-13,2.3,245,6.4,229,8.0,231,31.0,27.7,36.4,0.0,69.8,43.0,86.8
2016-08-14,1.5,266,4.3,224,6.4,267,29.5,27.4,31.4,3.0,78.6,66.0,90.1
2016-08-15,1.8,328,5.1,226,6.4,222,30.1,26.8,34.8,0.0,68.6,40.4,89.5
2016-08-16,1.6,24,5.3,229,7.1,200,30.5,27.4,35.6,0.0,65.4,40.7,80.9
2016-08-17,1.7,22,4.3,11,6.0,11,30.4,26.4,35.0,0.0,64.1,38.5,84.5
2016-08-18,1.5,18,4.4,1,6.3,59,29.4,26.2,34.1,9.5,70.6,49.3,89.3
2016-08-19,1.6,24,3.7,22,5.2,132,29.6,27.3,33.1,1.5,73.7,58.6,88.6
2016-08-20,2.1,42,4.1,42,5.5,37,30.6,27.7,34.8,0.0,63.6,38.9,80.0
2016-08-21,2.0,34,4.4,359,5.6,14,30.8,27.0,35.4,0.0,61.5,42.1,81.5
2016-08-22,1.8,62,5.0,71,6.0,70,30.5,26.4,35.8,0.0,63.7,45.9,77.8
2016-08-23,2.0,61,4.7,249,6.5,113,29.3,26.6,32.9,0.5,67.9,56.3,81.6
2016-08-24,1.7,83,4.4,113,5.6,132,29.9,27.3,33.3,0.0,62.8,49.8,82.9
2016-08-25,1.9,336,5.9,226,8.1,214,28.0,24.0,32.5,5.0,71.7,48.9,94.4
2016-08-26,3.3,53,9.2,75,12.8,70,23.5,20.5,27.8,20.5,63.2,36.9,98.5
2016-08-27,2.8,53,6.7,115,9.6,115,23.5,18.1,29.0,0.0,48.3,36.7,60.3
2016-08-28,2.9,25,7.3,2,9.5,34,21.2,18.2,23.6,4.5,68.1,53.1,89.4
2016-08-29,2.6,15,7.0,6,8.7,11,22.4,19.0,26.7,0.0,59.1,42.1,72.3
